Year,Reciever,Grant size (DKK),Description,Translated Description,Project Category
2004, Dansk Bilharziose Laboratorium,"2,3 mio. kr.",Færdiggørelse og publicering af forskingsprojektet: Aktivt klimaregulerende facader.,Completion and publication of the research project: Active climate-regulating facades., Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Kvindehjemmet I København,15 mio. kr.,Molekylær biodiversitet og slægtskabsforhold hos udvalgte hvirvelløse dyr,Molecular Biodiversity and Relationships in Selected Invertebrates, Villum Fonden Villum Fonden
2004, Individuals,400.000 kr.,Forbedring af kriseramte kvinders boligforhold på kvindehjemmet.,Improvement of the housing conditions of women in crisis at the women's home., Villum Fonden Villum Fonden
2004, Danmarks Tekniske Universitet,"1,4 mio. kr.","Registrering, scanning og udstilling af fotografen Jette Bangs ca. 12.000 foto fra Grønland","Registration, scanning and exhibition of photographer Jette Bang's approx. 12,000 photos from Greenland", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Københavns Universitet,"1,1 mio. kr.",Bevaring af kalkmalerier for eftertiden,Preservation of frescoes for posterity, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Københavns Universitet,"2,4 mio. kr.",Nano-sensors for in vivo biochemistry of genome integrity,Nano-sensors for in vivo biochemistry of genome integrity, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Københavns Universitet,"2,6 mio. kr.",Tidslig udvikling gennem biosyntesen af lignins makromolekylære struktur,Temporal development through the biosynthesis of lignin's macromolecular structure, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Syddansk Universitet,"1,2 mio. kr.",Den danske kirkeugle - et modelstudium af en art i tilbagegang,The Danish Church Owl - A Model Study of a Species in Decline, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Syddansk Universitet,300.000 kr.,Teknisk Årslegat 2005 - Institutionens andel,Technical Annual Grant 2005 - Department's share, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Louisiana Museum,"9,8 mio. kr.",Teknisk Årslegat 2005 - legatmodtagerens andel,Technical Annual Award 2005 - the scholarship recipient's share, Villum Fonden Villum Fonden
2004, Københavns Universitet,"1,4 mio. kr.",Renovering af museets sydfløj,Renovation of the museum's south wing, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Københavns Universitet,435.000 kr.,Forskningsprojekt om BioComplexity of Soil,Research project on BioComplexity of Soil, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Veterinær og Landbohøjskolen,"1,2 mio. kr.",Numeriske simulering af dannelsen og udviklingen af galaksehobe,Numerical simulation of the formation and evolution of galaxy clusters, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Københavns Universitet,"1,6 mio. kr.",Svampe og bakteriers interaktion og betydning for bladluspopulationer,Interaction and importance of fungi and bacteria for aphid populations, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Københavns Universitet,"2,1 mio. kr.",Parasiten Heterosaccus på krabben Charybdis Longicollis,The parasite Heterosaccus on the crab Charybdis Longicollis, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Aalborg Universitet,"2,3 mio. kr.",Forskning i betydningen af pH for makroalgesamfund,Research on the importance of pH for macroalgae communities, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Filadelfia,8 mio. kr.,Gendannelse af gangfunktion,Restoring walking function, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2004, Fru Ambassadør Grete Mikaelsens Fond,"1,5 mio. kr.",Etablering af ny neurofysiologisk afdeling,Establishment of a new neurophysiology department, Villum Fonden Villum Fonden
2003, Aarhus Universitet,20 mio. kr.,"Uddannelsesbygning og inventar, fase I i Poznan stillet til rådighed for Barka Foundation","Educational building and furnishings, phase I in Poznan provided for Barka Foundation", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Københavns Universitet,"1,8 mio. kr.",Villum Kann Rasmussens Postdoc-stipendier,Villum Kann Rasmussen's Postdoc Fellowships, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Herlufsholm Skole og Gods,15 mio. kr.,Forskningsprojekt om Ichthyostega - den firbenede fisk,Research project on Ichthyostega - the four-legged fish, Villum Fonden Villum Fonden
2003, Veterinær og Landbohøjskolen,1 mio. kr.,"Ny kostafdeling med plads til 36 elever, primært i grundskolen","New boarding department with room for 36 pupils, primarily in primary school", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Individuals,417.432 kr.,VELUX Visiting Professor Programme 2003-2005,VELUX Visiting Professor Programme 2003-2005, Villum Fonden Villum Fonden
2003, Roskilde Universitet,600.000 kr.,Biografi om H.C.Ørsted,Biography of H.C. Ørsted, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Individuals,"2,3 mio. kr.",VELUX Visiting Professor Programme 2003-2005,VELUX Visiting Professor Programme 2003-2005, Villum Fonden Villum Fonden
2003, Københavns Universitet,"1,2 mio. kr.",Medfinansiering af et skifermuseum i Morzine,Co-financing of a slate museum in Morzine, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Københavns Universitet,"1,1 mio. kr.",Videreførelse af tilskudsordningen DNF-tilskud i perioden 2004/2005,Continuation of the DNF subsidy scheme in the period 2004/2005, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Aarhus Universitet,700.000 kr.,Postdoc-projekt om vandtægers respirationsstrategier,Postdoc project on water fiber respiration strategies, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Syddansk Universitet,400.000 kr.,VELUX Visiting Professor Programme 2003-2005,VELUX Visiting Professor Programme 2003-2005, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Arkitektskolen Aarhus,360.000 kr.,VELUX Visiting Professor Programme 2003-2005,VELUX Visiting Professor Programme 2003-2005, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Danmarks Tekniske Universitet,400.000 kr.,VELUX Visiting Professor Programme 2003-2005,VELUX Visiting Professor Programme 2003-2005, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Københavns Universitet,"1,5 mio. kr.",VELUX Visiting Professor Progamme 2003-2005,VELUX Visiting Professor Progamme 2003-2005, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Danmarks Tekniske Universitet,"3,4 mio. kr.",Udvikling af iskernebor til boring i is tæt på smeltepunktet i Grønlands indlandsis,Development of ice core drills for drilling in ice close to the melting point of the Greenland Ice Sheet, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Hauchs Physiske Cabinet,912.000 kr.,Udstyr til karakterisering af metalstrukturer,Equipment for characterization of metal structures, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003,) (2003) 10 mio. kr. Den Antikvariske Samling,10 mio. kr.,Genopstilling af Hauchs Physiske Cabinet på Sorø Akademi,Re-establishment of Hauch's Physiske Cabinet at Sorø Academy, Villum Fonden Villum Fonden
2003, Københavns Universitet,"1,1 mio. kr.","Bygning af et nyt magasin (Samlet donation 20,2 mio.kr.)",Building a new magazine (Total donation 20.2 mio.kr.), Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Copenhagen Business School,800.000 kr.,Afdeling for Alger: Forskningsprojekt om grønlandske tangressourcer,Department of Algae: Research project on Greenlandic seaweed resources, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003," Handelshøjskolen, Aarhus Universitet",140.000 kr.,VELUX Visiting Professor Programme 2003-2005,VELUX Visiting Professor Programme 2003-2005, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Københavns Universitet,"1,7 mio. kr.",VELUX Visiting Professor Programme 2003-2005,VELUX Visiting Professor Programme 2003-2005, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Danmarks Tekniske Universitet,"1,5 mio. kr.",Lavtemperatur cryo-prøvehoved til NMR spektroskopiske studier af proteiner,Low-temperature cryo-sample head for NMR spectroscopic studies of proteins, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Københavns Universitet,1 mio. kr.,Villum Kann Rasmussens Årslegat til teknisk forskning for 2004,Villum Kann Rasmussen's Annual Award for Technical Research for 2004, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Københavns Universitet,"3,3 mio. kr.",VELUX Visiting Professor Programme 2003-2005,VELUX Visiting Professor Programme 2003-2005, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Syddansk Universitet,600.000 kr.,Forskningsprojekt,Research project, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Tycho Brahe Planetarium,2 mio. kr.,VELUX Visiting Professor Programme 2003-2005,VELUX Visiting Professor Programme 2003-2005, Villum Fonden Villum Fonden
2003, Danmarks Tekniske Universitet,5 mio. kr.,Produktion af en banebrydende astronomiforestilling,Production of a groundbreaking astronomy performance, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Aarhus Universitet,385.000 kr.,Bæredygtigt arktisk byggeri i det 21. århunderede,Sustainable Arctic construction in the 21st century, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Matematiklærerforeningens Bogsalg,100.000 kr.,EuroPhysicsFun - forudgående ansøgningsarbejde samt projektets start,EuroPhysicsFun - prior application work and start of the project, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Individuals,10 mio. kr.,Udgivelse af bog/CD om skriftlige studentereksamensopgaver i matematik gennem de seneste 20 år,Publication of a book/CD on written matriculation examinations in mathematics over the past 20 years, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2003, Experimentarium,133.109 kr.,Udvidelse og indretning af Steno museet - projekt fase 1,Expansion and interior design of the Steno Museum - project phase 1, Villum Fonden Villum Fonden
2003, Nationalmuseet,"2,9 mio. kr.",Naturvidenskabsbog og CD-rom til samtlige elever på 8. klassetrin i Folkeskolen (Årgang 2002-2003) - Tillægsbevilling,Science book and CD-ROM for all pupils in 8th grade in Primary School (Year 2002-2003) - Additional grant, Villum Fonden Villum Fonden
2002, Kristeligt Studenter Settlement,"3,5 mio. kr.",Præsentation af Nydamskibet på Nationalmuseet,Presentation of the Nydam Ship at the National Museum of Denmark, Villum Fonden Villum Fonden
2002, Det Kongelige Teater,5 mio. kr.,Renovering af Lyngborgen,Renovation of Lyngborgen, Villum Fonden Villum Fonden
2002, Danmarks Tekniske Universitet,"6,1 mio. kr.",Køb af Stradivarius Violin,Buying a Stradivarius Violin, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Egmont Højskolen,"2,5 mio. kr.",COM Center 44 Gbit/s bitfejl testudstyr,COM Center 44 Gbit/s bit error test equipment, Villum Fonden Villum Fonden
2002, Aarhus Universitet,516.312 kr.,Restfinansiering af Egmont Højskolens om- og tilbygning,Residual financing of Egmont Folk High School's renovation and extension, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Danish Science Factory,"1,2 mio. kr.",Pulverdiffraktionsudstyr,Powder Diffraction Equipment, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Københavns Universitet,244.824 kr.,Videreførelse af DNF-tilskud,Continuation of DNF grants, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Aarhus Universitet,740.000 kr.,Undersøgelse af skovene på Vorsø i 2002,Survey of the forests on Vorsø in 2002, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Fonden for Byggeriforbedring,700.000 kr.,Videreførelse af tidsskriftet Aktuel Naturvidenskab i en 3-årig periode,Continuation of the journal Aktuel Naturvidenskab for a 3-year period, Villum Fonden Villum Fonden
2002, Københavns Universitet,"2,9 mio. kr.","Forundersøgelser vedrørende bygningsrenoveringsprojekt i Beograd, Serbien","Feasibility studies for building renovation project in Belgrade, Serbia", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Aarhus Universitet,"1,5 mio. kr.","Vækstregulering og arkitektur i træer, med Arbies nordmanniana","Growth regulation and architecture in trees, with Arbies nordmanniana", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Københavns Universitet,454.800 kr.,Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Dansk Bilharziosis Laboratorium,"1,3 mio. kr.",Røntgenfluorescens analyseudstyr MagiX PRO PW 2440/00 Philips,X-ray fluorescence analysis equipment MagiX PRO PW 2440/00 Philips, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Aarhus Universitet,"2,7 mio. kr.","Biodiversitet, fylogeni, systematik, taksonomi og evolution af snegle, korsetdyr og bjørnedyr","Biodiversity, phylogeny, systematics, taxonomy and evolution of snails, corset animals and tardigrades", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Louisiana Museum,11 mio. kr.,Ultra-hurtigt laser system,Ultra-fast laser system, Villum Fonden Villum Fonden
2002, Danmarks Tekniske Universitet,"4,5 mio. kr.",Renovering af Louisianas sydfløj,Renovation of Louisiana's south wing, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Danmarks Tekniske Universitet,736.393 kr.,Avancerede proteom-studier af meldug-svampens samspil med værtsplanten,Advanced proteome studies of the interaction of the powdery mildew fungus with the host plant, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2002, Experimentarium,450.000 kr.,PIV (Particle Image Velocimetry) udstyr,PIV (Particle Image Velocimetry) Equipment, Villum Fonden Villum Fonden
2002, Nybrogård Kollegiet,"6,5 mio. kr.",Naturvidenskabsbog og CD-rom til samtlige elever på 8. klassetrin i Folkeskolen (Årgang 2002-2003) - Tillægsbevilling,Science book and CD-ROM for all pupils in 8th grade in Primary School (Year 2002-2003) - Additional grant, Villum Fonden Villum Fonden
2001, Society of Saint Vincent de Paul,660.000 kr.,Udskiftning og renovering af vinduer og yderdøre på Nybrogård Kollegiet,Replacement and renovation of windows and exterior doors at Nybrogård Kollegiet, Villum Fonden Villum Fonden
2001, Danmarks Tekniske Universitet,5 mio. kr.,"Restaurering af bygningen Acceuil Frederic Ozanan i Lille, Frankrig","Restoration of the Acceuil Frederic Ozanan building in Lille, France", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2001, Individuals,"1,3 mio. kr.","Opførelse af et lavenergihus i Sisimiut, Grønland","Construction of a low-energy house in Sisimiut, Greenland", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2001, Astronomisk Selskab,100.000 kr.,"Projekt Informationsteori, lønmidler i 3 år","Project Information Theory, salary funds for 3 years", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2001, Astronomisk Selskab,41.000 kr.,Indkøb af teleskop til Dr. N.P. Wieth-Knudsen Observatoriet,Purchase of telescope for Dr. N.P. Wieth-Knudsen Observatory, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2001, Individuals,800.000 kr.,Indkøb af teleskop til Dr. N.P. Wieth-Knudsen Observatoriet (tillægsbevilling),Purchase of telescope for the Dr. N.P. Wieth-Knudsen Observatory (additional grant), Villum Fonden Villum Fonden
2001, Dansk Sprognævn,"1,3 mio. kr.",Film om ny nordisk arkitektur,Film about New Nordic Architecture, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2001, Experimentarium,"4,5 mio. kr.",Etablering af et Dansk It-Terminologi-Udvalg,Establishment of a Danish IT Terminology Committee, Villum Fonden Villum Fonden
2001, Fonden for Byggeriforbedring,600.000 kr.,Naturvidenskabsbog og CD-rom til samtlige elever på 8. klassetrin i Folkeskolen (Årgang 2002-2003) - Tillægsbevilling,Science book and CD-ROM for all pupils in 8th grade in Primary School (Year 2002-2003) - Additional grant, Villum Fonden Villum Fonden
2001, Kirkens Korshærs hovedkontor,176.037 kr.,Forstudie vedrørende et muligt renoveringsprojekt i et socialt boligbyggeri,Feasibility study regarding a possible renovation project in a social housing building, Villum Fonden Villum Fonden
2001, Kirkens Korshærs hovedkontor,1 mio. kr.,Yderligere renovering af bofællesskabet Korsly (tillægsbevilling),Further renovation of the Korsly housing community (additional grant), Villum Fonden Villum Fonden
2001, Danmarks Tekniske Universitet,"5,5 mio. kr.","Etablering af mødested, kontor og samtalerum på Herberget i Malmøgade, Aarhus","Establishment of a meeting place, office and conversation room at the hostel in Malmögade, Aarhus", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2001, Danmarks Tekniske Universitet,"1,5 mio. kr.",Forskningsprojekt: New approach to the control of microbial activity,Forskningsprojekt: New approach to the control of microbial activity, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2001, Københavns Universitet,15 mio. kr.,Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Villum Fonden Villum Fonden
2001, Experimentarium,2 mio. kr.,Renovering af Regensen,Renovation of Regensen, Villum Fonden Villum Fonden
2001, Danmarks Tekniske Universitet,10 mio. kr.,Naturvidenskabsbog og CD-rom til samtlige elever på 8. klassetrin i Folkeskolen (Årgang 2002-2003),Science book and CD-ROM for all pupils in 8th grade in Primary School (Year 2002-2003), Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2001, Filadelfia,8 mio. kr.,Etablering af nyt scienceområde og et nyt studieområde,Establishment of a new science area and a new study area, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2001, Frelsens Hær,750.000 kr.,Ny børneafdeling,New children's department, Villum Fonden Villum Fonden
2001, Det Kongelige Danske Kunstakademi,500.000 kr.,Renoveringsprojekt for Frelsens Hærs Kollegium samt Frelsens Hærs Dagcenter (tillægsbevilling),Renovation project for the Salvation Army's dormitory and the Salvation Army's Day Centre (additional grant), Villum Fonden Villum Fonden
2000, Conseil Superieur de la Pêche,"2,5 mio. kr.",VELUX Visiting Professor Programme,VELUX Visiting Professor Programme, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Det Kongelige Danske Geografiske Selskab,500.000 kr.,Naturgenopretningsprojekt ved Vallée du Doubs,Nature restoration project at Vallée du Doubs, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Det Kongelige Danske Kunstakademi,350.000 kr.,Topografisk Atlas Grønland,Topographic Atlas Greenland, Villum Fonden Villum Fonden
2000, Københavns Universitet,"1,2 mio. kr.",Forskningsprojekt og bogudgivelse om facader,Research project and book publication on facades, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Kathe-Kollwitz-Heim,"5,2 mio. kr.",Internetprojekt: Parløb i Undervisningen - teknik og naturvidenskab til unge,Internet project: Twinning in Teaching - technology and science for young people, Villum Fonden Villum Fonden
2000, Fonden For Nyborg Fæstning,"1,2 mio. kr.",Renovering af hjem for børn med sproghandicap,Renovation of homes for children with language disabilities, Villum Fonden Villum Fonden
2000, Danmarks Tekniske Universitet,"1,7 mio. kr.",Renovering af nordpoternen i Nyborg Voldanlæg,Renovation of the North Pole in Nyborg Ramparts, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Syddansk Universitet,300.000 kr.,Projekt Naturlige Udfordringer: Formidling af Naturvidenskab og Teknik til unge via Internet (DTU og Ordrup Gymnasium),Project Natural Challenges: Dissemination of Science and Technology to young people via the Internet (DTU and Ordrup Gymnasium), Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Aalborg Universitet,1 mio. kr.,Apparatur til nyt ungdomslaboratorium,Equipment for a new youth laboratory, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Askov Højskole,2 mio. kr.,Apparatur til Laboratorium for klinisk orienteret bevægelsesanalyse,Apparatus for the Laboratory for Clinically Oriented Motion Analysis, Villum Fonden Villum Fonden
2000, Institut for Jordbrugsvidenskab,550.000 kr.,Istandsættelse af spisesal og køkkenfaciliteter,Renovation of dining room and kitchen facilities, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Københavns Universitet,"1,6 mio. kr.","Apparatur til måling af kvælstof og kulstof i jord, planter, vand m.m.","Apparatus for measuring nitrogen and carbon in soil, plants, water, etc.", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Nordisk Kollegium,967.000 kr.,Forskningsprojekt vedr. mikrobiel diversitet i polare iskerner,Research project on microbial diversity in polar ice cores, Villum Fonden Villum Fonden
2000, Maria Ward Grammar School,175.000 kr.,Renovering af kollegiets vinduer,Renovation of the dormitory's windows, Villum Fonden Villum Fonden
2000, Syddansk Universitet,"1,8 mio. kr.",Renovering af gymnastiksal i historisk bygning,Renovation of a gymnasium in a historic building, Villum Fonden Villum Fonden
2000, Københavns Universitet,507.000 kr.,Indretning af gæsteboliger i landejendommen Killerup Skovgaard i Odense,Furnishing of guest housing in the country house Killerup Skovgaard in Odense, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Københavns Universitet,500.000 kr.,Indkøb af appatur til nyt forskningsprojekt,Procurement of equipment for a new research project, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Tycho Brahe Planetarium,"5,4 mio. kr.",VELUX Visiting Professor Programme,VELUX Visiting Professor Programme, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Danmarks Tekniske Universitet,"2,5 mio. kr.",Etablering af ny permanent udstilling,Establishment of a new permanent exhibition, Villum Fonden Villum Fonden
2000, Medarbejderfond for VKR Gruppen,30 mio. kr.,Renoveringsprojekt på kollegiets varmeanlæg,Renovation project on the dormitory's heating system, Villum Fonden Villum Fonden
2000, Danmarks Tekniske Universitet,6 mio. kr.,Donation til dækning af ulykkelige hændelser hos medarbejdere og børns uddannelse,Donation to cover unfortunate incidents for employees and children's education, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000, Københavns Universitet,"1,5 mio. kr.",Post-doc stipendier til uddeling blandt tekniske og naturvidenskabelige forskere,Post-doc scholarships for technical and natural science researchers, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2000,,250.000 kr.,Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Villum Fonden Villum Fonden
2000, Frelsens Hær,"5,6 mio. kr.",Hædersgave vedr. dagslysets værdi og betydning Udvikling af industrielt fremstillede bygnings- komponenter,Honorary gift regarding the value and importance of daylight Development of industrially manufactured building components, Villum Fonden Villum Fonden
2000, Aarhus Universitet,208.233 kr.,Renoveringsprojekt for Frelsens Hærs Kollegium og Dagcenter,Renovation project for the Salvation Army's dormitory and day center, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1999, Nationalmuseet,340.000 kr.,VELUX Visiting Professor Programme,VELUX Visiting Professor Programme, Villum Fonden Villum Fonden
1999, Foundation for the Saving of the Early Christians,700.000 kr.,Vor skjulte kulturarv - arkæologien under overfladen. Et festskrift til Dronning Margrethe på 60-årsdagen,Our hidden cultural heritage - the archaeology below the surface. A festschrift for Queen Margrethe on her 60th birthday, Villum Fonden Villum Fonden
1999, Scandinavian International Management Institute,329.000 kr.,"Restaurering af gravkammer fra 4.-5. århundrede i Pécs, Ungarn","Restoration of 4th-5th century burial chamber in Pécs, Hungary", Kultur og samfund Andre projekter
1999, Aalborg Universitet,"2,6 mio. kr.",Indretning af bibliotek og arbejdspladser for gæsteforskere,Furnishing of library and workplaces for guest researchers, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1999, Egmont Højskolen,17 mio. kr.,Forskningsprofessorat og Ph.D.-stilling inden for dagslysrelateret perceptionspsykologi,Research Professorship and PhD position in Daylight-Related Perception Psychology, Villum Fonden Villum Fonden
1999," Tsarskoe Selo State Museum, Sankt Petersborg, Rusland","1,1 mio. kr.",Ny elevfløj for fysisk handicappede elever,New student wing for physically disabled students, Villum Fonden Villum Fonden
1999, Danmarks Tekniske Universitet,"2,9 mio. kr.",Restaurering af 24 unikke ravgenstande til udstilling i Ravsalen,Restoration of 24 unique amber objects for exhibition in the Amber Hall, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1999, Danmarks Tekniske Universitet,500.000 kr.,Opbygning af en massiv parallel computer,Building a Massive Parallel Computer, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1999, Valkendorfs Kollegium,97.203 kr.,VELUX Visiting Professor Programme - 5 gæsteforskere,VELUX Visiting Professor Programme - 5 visiting researchers, Villum Fonden Villum Fonden
1999, Kongernes Jelling,20 mio. kr.,Restaurering og re-etablering af de historiske havemure (tillægsbevilling),Restoration and re-establishment of the historic garden walls (additional grant), Villum Fonden Villum Fonden
1999, Aalborg Universitet,"1,9 mio. kr.",Opførelse af udstillingshuset Kongernes Jelling,Construction of the exhibition house Kongernes Jelling, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1999, Danmarks Industrimuseum,2 mio. kr.,Gæsteboliger for udenlandske gæsteforskere og PhD-studerende,Guest housing for foreign guest researchers and PhD students, Villum Fonden Villum Fonden
1999, Kirkens Korshærs hovedkontor,485.000 kr.,Udbygning af udstillingsområde med De Nornske Gasværksbygninger,Expansion of the exhibition area with the Norn Gasworks Buildings, Villum Fonden Villum Fonden
1999, Kirkens Korshærs hovedkontor,237.700 kr.,Renovering af bofællesskabet Korsly for psykisk svage unge,Renovation of the Korsly housing community for mentally weak young people, Villum Fonden Villum Fonden
1999, Matematiklærerforeningens Bogsalg,150.000 kr.,"Udskiftning af tagvinduer i ejendommen Klosterstræde 5, Holbæk","Replacement of skylights in the property Klosterstræde 5, Holbæk", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1999, Valkendorfs Kollegium,825.421 kr.,Danske gymnasieelevers deltagelse i Matematik A-lympiade,Danish high school students' participation in the Mathematics A-lympiade, Villum Fonden Villum Fonden
1999, Københavns Universitet,1 mio. kr.,Restaurering og re-etablering af de historiske havemure,Restoration and re-establishment of the historic garden walls, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1999, Aarhus Universitet,"1,3 mio. kr.",Formidling og popularisering af naturvidenskab og teknik,Dissemination and popularisation of science and technology, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1999, Aarhus Universitet,1 mio. kr.,Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1999, Experimentarium,"5,8 mio. kr.",Studier af den svigtende interesse for naturvidenskab og teknik blandt unge,Studies of the declining interest in science and technology among young people, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1999, Freunde von KinderStern,320.000 kr.,Indretning af bespisningsområde for skolebørn,Layout of a dining area for schoolchildren, Villum Fonden Villum Fonden
1999, Sankt Petri Kirche,"2,2 mio. kr.",Projekt KinderStern,Project KinderStern, Villum Fonden Villum Fonden
1998, Kongernes Jelling,770.000 kr.,"Restaurering af hegnsmure, porte og haveanlæg","Restoration of fence walls, gates and gardens", Villum Fonden Villum Fonden
