,Year,Reciever,Grant size (DKK),Description,Location,Receiver Proffession
5772,2010,Kristian Helin,DKK 500.000,Analyse af MMSET proteinets funktion i normale celler og i kræft,"BRIC, Københavns Universitet",Professor
5773,2010,Kristina Holmegaard Thygesen,DKK 96.600,Seksualitet og Graft versus Host Disease 1 år efter Allogen Stamcelletransplantation,"hæm. afd. 4043, Rigshospitalet",Sygeplejerske
5774,2010,Kui Liu,DKK 600.000,Studies of Signaling Molecules underlying the Pathological and Physiological Processes of the Mammalian Ovary,"Medical Biochemistry and Biophysics, Umeå University",University lecturer
5775,2010,Lars Ellgaard,DKK 400.000,Det humane selenoprotein VIMP: Studier af sammenhængen mellem redox-aktivitet og funktionen i ER-associeret proteinnedbrydning,"Proteinbiologi, Københavns Universitet",Lektor
5776,2010,Lars Jørn Jensen,DKK 200.000,"Betydningen af agonist-uafhængig, G-protein medieret signalering for dannelsen af myogen tonus i modstandskar","Faggruppe for biokemi, Fysiologi og Ernæring, Københavns Universitet",lektor
5777,2010,Lars-Inge Larsson,DKK 400.000,Metodologisk udvikling af fluorescensmikroskopi til studier af cellefusioner,"Cell Biology, KU",professor
5778,2010,Leif Groop,DKK 250.000,The role of TCF7L2 in the pathogenesis of type 2 diabetes,"Diabetes and Endocrinology, Lund University",Professor
5779,2010,Leif R. Lund,DKK 300.000,Genetiske og molekylærbiologiske undersøgelser af proteasers regulatoriske funktioner under fysiologisk og patologisk vævsremodelering,"Institut for Cellulær og Molekylær Medicin, Københavns Universitet",Forskningslektor
5780,2010,Lena Eliasson,DKK 250.000,MicroRNA networks in the regulation of insulin and glucagon secretion,"Dept Clinical Sciences Malmö, Lund University",
5781,2010,Lene Moestrup,DKK 95.000,Dansk Projekttitel: Eksistentielle overvejelser og behov hos døende kræftpatienter og deres pårørende under et terminalt forløb på et dansk hospice. Engelsk projekttitel Existential considerations and needs among dying cancer patients and their relatives,"Forskningsenheden Helbred, Menneske, Samfund, Syddansk Universitet",Ph.d. stud.
5782,2010,Lina Klara Hoel Felde,DKK 1.000.000,Hvordan udøver praktiserende læger nye sundhedspolitisk definerede roller? Et kvalitativt studie af identitetsdannelse hos praktiserende læger inden for en ny sundhedspolitisk dagsorden,"Forskningsenheden for Almen Praksis, Syddansk Universitet","Læge, BA"
5783,2010,Lubna Al-Khalili,DKK 250.000,Proteomic analysis of cultured skeletal muscle cells from type 2 diabetic patients,"Integrative Physiology, Karolinska institutet",PhD
5784,2010,Margit Mahlapuu,DKK 250.000,AMP-activated protein kinase in regulation of metabolic and inflammatory profile in peripheral tissues,"Dept of Molecular and Clinical Medicine, Göteborgs Universtiy",Ph.D
5785,2010,Marianne Andersen,DKK 2.500.000,"OAS - Odense Androgen Study Lavt testosterons betydning for aldersbetinget muskeltab - sarcopeni, abdominal fedme og insulin resistens.","Endokrinologisk, SDU",Specialeansvarlig overlæge
5786,2010,Marianne Andersen,DKK 400.000,"Testosteronbehandling til patienter med type 2 diabetes mellitus Effekten af testosteronbehandling på kropssammensætning og insulin sensitivitet - en randomiseret, placebokontrolleret og dobbeltblindet undersøgelse af mænd med relativ hypogonadisme og ty","Endokrinologisk, Odense Universitetshospital, Odense Universitetshospital",phd
5787,2010,Marina Vidas,DKK 89.734,"Thott 534, 4°: An Early Pucellian Devotional Manuscript and its Intended Female Reader","Forskningsafdelingen, Det Kongelige Bibliotek",Ph.D.
5788,2010,Mariola Monika Golas,DKK 450.000,Deciphering the structural organization of macromolecular assemblies involved in neurodegeneration,"Department of Anatomy, Aarhus University",Assistant professor
5789,2010,Marja-Riitta Taskinen,DKK 250.000,Discovery and Functional Characterization of Novel Genes and Metabolic Networks behind low HDL disorders,"Medicine, Division of Cardiology, Helsinki University Central Hospital, Biomedicum","Professor, emerita"
5790,2010,Marju Orho-Melander,DKK 250.000,Interaction between diet and genetic risk factors for type 2 diabetes and related traits,"Department of Clinical Sciences, Lund University",Professor
5791,2010,Martin Lauritzen,DKK 235.000,Ca2+ ændringer i neuroner og astrocytter i relation til hjernens iltstofskifte og blodgennem-strømning.,"Klinisk neurofysiologisk, Københavns Universitet","Professor, overlæge"
5792,2010,Martin Ridderstråle,DKK 250.000,Genetic and clinical characteristics of human obesity and weight reduction,"Department of Endocrinology, Lund University",Associate Professor
5793,2010,Mary Jarden,DKK 125.000,"PATIENT ACTIVATION, COUNSELING AND EXERCISE-ACUTE LEUKEMIA  PACE-AL.","7331, Rigshospitalet",Forsker
5794,2010,Merete Nordentoft,DKK 450.000,Randomiseret klinisk forsøg vedrørende effekten af fem års versus to års specialiseret assertiv behandling (OPUS) af patienter med debuterende psykose - OPUS II,"Psykiatrisk Center København, Forskningsenheden, Københavns Universitet",Professor
5795,2010,Mette Marie Rosenkilde,DKK 200.000,Position II:20 i melanocortin 1 (MC1) Receptoren - regulering af konstruktiv aktivitet og identifikation af efficacy switch i naturligt forekommende receptor variant.,"Molekylær Farmakologi, SUND, KU",Professor
5796,2010,Miia Kivipelto,DKK 250.000,The Finnish Geriatric Intervention Study to Prevent Cognitive Impairment and Disability - Diabetes Prevention sub-study,"Department of Chronic Disease Prevention, National Institute for Health and Welfare",associate professor
5797,2010,Mikael Knip,DKK 600.000,Testing the Hygiene Hypothesis in Type 1 Diabetes,"Hospital for Children and Adolescents, University of Helsinki",Professor
5798,2010,Mikael Rydén,DKK 600.000,Studies of anti-inflammatory factors in human adipose tissue with protective roles in the development of diabetes,"Medicine (H7), Karolinska Institutet",Docent
5799,2010,Morten Albrechtsen,DKK 1.695.000,development of nanoparticles based diagnostic image technology,Nanovi ApS,MD
5800,2010,Morten Frödin,DKK 250.000,Kemisk-genetiske musemodeller som konklusivt kan vise at farmakologisk hæmning af RSK forebygger hjertesvigt og atherosclerose,"The Kinase Signalling Group, University of Copenhagen",lektor
5801,2010,Morten L. Kringelbach,DKK 250.000,Investigating hedonic influences on obesity using the minipig model,"PET / CFIN, Aarhus University Hospital",Professor
5802,2010,Nicole Schmitt,DKK 200.000,Molecular determinants of cardiac potassium channel localization,"Dept. of Biomedical Sciences, University of Copenhagen",Associate Professor
5803,2010,Niels Feentved Ødum,DKK 540.000,Den molekylære patogenese ved kutant T celle lymfom,"Immunologi, Københavns Universitet","Professor, læge, dr. med."
5804,2010,Niels Iversen,DKK 850.000,Validation of VacFinder algorithm,NovVac ApS,MD
5805,2010,Nils Welsh,DKK 350.000,Mechanisms by which Imatinib mesylate (Gleevec) counteracts Type 2 diabetes,"Dept. of Medical Cell Biology, Uppsala Universitet",
5806,2010,Oleg Osadchii,DKK 200.000,Electrophysiological determinants of ventricular antiarrhythmic and proarrhythmic effects produced by Na+ channel blockers,"Department of Biomedical Sciences, University of Copenhagen",Dr
5807,2010,Olga Göransson,DKK 250.000,LKB1 signalling pathways and their role in adipose tissue - implications for type 2 diabetes.,"Experimental Medical Science, Lund University",Dr
5808,2010,Øjvind Lidegaard,DKK 250.000,Causes of and long term consequences of polycystic ovarian syndrome and endometriosis.,"Gynaecological Clinic, Copenhagen University",Professor
5809,2010,Pål R. Njølstad,DKK 50.000,"Gave the prize lecture ""Monogenic diabetes: An example of translational medicine"" in Malmö",University of Bergen,Professor
5810,2010,Paolo Parini,DKK 250.000,Understanding the role for ACAT2 in lipid and carbohydrate metabolism,"Laboratory Medicine, Karolinska Institute",Associate Professor
5811,2010,Paul Franks,DKK 600.000,Translational genetics and the prevention of type 2 diabetes,"Public Health & Clinical Medicine, Umeå University",Associate Professor
5812,2010,Peetra Ulrica Magnusson,DKK 250.000,The role of matrix and supportive components to improve islet revascularization and survival,"Division of Clinical Immunology, Uppsala University",Assistant Professor
5813,2010,Per-Ola Carlsson,DKK 600.000,Bioengineering of the intramuscular site for pancreatic islet transplantation,"Department of Medical Cell Biology, Uppsala University",Professor
5814,2010,Per-Olof Berggren,DKK 800.000,Signal-transduction in the pancreatic beta cell,"Department of Molecular Medicine and Surgery, Karolinska Institutet",Professor
5815,2010,Pernille Højman,DKK 300.000,Løb fra kræften - en undersøgelse af den cancer beskyttende effekt af signalstoffer fra muskler,"Epidemiologisk Afd, Rigshospitalet",Junior Group Leader
5816,2010,Peter Aaby,DKK 250.000,Kønsspecifikke og uspecifikke immunologiske effekter af børnevaccinationer,"Bandim Health Project, Statens Serum Institut",professor
5817,2010,Peter Arner,DKK 600.000,Regulation of human fat mass. Mechanisms and clinical aspects,"Department of Medicine, Karolinska Huddinge",Professor
5818,2010,Peter Brodersen,DKK 11.000.000,Undersøgelser over koblingen mellem miRNA og membranbiologi,"Biologisk Institut, Københavns Universitet",PhD
5819,2010,Peter Damm,DKK 350.000,Metabolic and epigenetic consequences of intrauterine hyperglycemia,"Obstetrisk Klinik, Rigshospitalet, Københavms Universitet","Professor, overlæge, dr.med."
5820,2010,Peter Garred,DKK 800.000,MAP-1 en ny regulator af medfødt immunitet,"Klinisk Immunologisk Afdeling sektion 7631, Rigshospitalet/Københavns Universitet","Professor, overlæge"
5821,2010,Peter Johannes Holst,DKK 350.000,"Adenovirus vektor baserede vacciner. Ét koncept til virus, bakterier og parasitter.","Infektionsimmunologi, Københavns Universitet","MD, PhD"
5822,2010,Peter Strålfors,DKK 250.000,"Molecular mechanisms of insulin resistance in type 2 diabetes, integration of experiments and mathematical modelling","Clincial and Experimental Medicine, Linköping University",Professor
5823,2010,Petrine Wellendorph,DKK 290.000,Neuro-farmakologiske studier af gaba receptorer og transportører.,"Natural Products Research, Det Farmaceutiske Fakultet, Københavns Universitet",lektor
5824,2010,Petteri Arstila,DKK 250.000,Pathogenesis of endocrine autoimmunity,"Bacteriology and Immunology, University of Helsinki",Dr.
5825,2010,Qihua Tan,DKK 300.000,Ethnic differences in transcriptional regulation of metabolic pathway genes between Eastern (Chinese) and Western (Danish) populations.,"Department of Clinical Genetics, Clinical Institute, Odense University Hospital",Associate professor
5826,2010,Rachel Fisher,DKK 250.000,Translational studies to elucidate mechanisms underlying macrophage accumulation and inflammation in human adipose tissue,"Atherosclerosis Research Unit, Karolinska Institutet",Professor
5827,2010,Rasmus Hartmann-Petersen,DKK 250.000,En molekylær chaperone i NF-κB signalering,"Sektion for Biomolekylære Videnskaber, Københavns Universitet",Ph.D.
5828,2010,Rikke Nielsen,DKK 200.000,Betydningen af megalin medieret endocytose for øjendefekter hos Donnai-Barrow patienter og for nyretoksisitet under glomerulær nyreskade - kan nyren beskyttes ved regulering af endocytose?,"Cellebiologi, Aarhus Universitet",Lektor
5829,2010,Robert Fredriksson,DKK 300.000,The role of novel transporters in the neuronal circuits regulating food intake.,"Neurosceince, Uppsala university",Docent
5830,2010,Robert Gniadecki,DKK 300.000,MicroRNA ekspression og funktion i kutan T celle lymfom.,"Dermatologisk afdeling, Bispebjerg hospital, Københavns Universitet","Professor, dr.med."
5831,2010,Rolf Jorde,DKK 600.000,Prevention of type 2 diabetes with vitamin D supplementation in subjects with reduced glucose tolerance detected in the Tromsø study,"Medical clinic, University hospital of North Norway",Professor
5832,2010,Ronni Nielsen,DKK 400.000,Adipocyt enhanceosomet - mekanisme og funktion,"Institut for Biokemi og Molekylær Biologi, Syddansk Universitet",Ph.d.
5833,2010,Rune Hartmann,DKK 350.000,Hvordan kontrolleres det medfødte immunforsvars virale infektioner ?,"Center for Strukturel Biologi, Aarhus Universitet",Lektor
5834,2010,Rune Søchting,DKK 1.500.000,LYDRUMMETS æstetik - om rum og rumlige strukturer i lydkunst,"Billedkunstskolerne, Det Kongelig Danske Kunstakademi",koordinator
5835,2010,Sara Linden,DKK 250.000,The ghrelin/GOAT system in the endocrine control of inflammation and mucosal integrity,"Mucosal immunobiology and vaccine center, University of Gothenburg",Dr/assistant professor
5836,2010,Seppo Vainio,DKK 250.000,Generation of the Female Sex Hormone Producing Ovarian Follicular Cells as a Response to WNT Signaling Cascade,"Medical Biochemistry and Molecular Biology , University of Oulu",Professor
5837,2010,Shohreh Issazadeh-Navikas,DKK 450.000,Therapeutic vaccine and development of new biomaterials for diagnosis and treatment of chronic inflammatory diseases,"Neuroinflammation Unit, Biotech Research & Innovation Centre (BRIC)",Professor
5838,2010,Sidsel Nelund,DKK 1.500.000,Når samtidskunsten producerer - ikke-videnskabelige videnskabsprocesser i produktionen af kulturel erindring,University of Copenhagen,Cand. mag.
5839,2010,Sine Lo Svenningsen,DKK 250.000,Mekanismen bag bakteriers evne til specifikt at reducere deres modtagelighed overfor bakteriofag-infektion under vækstforhold med høj bakterietæthed.,"Sektion for biomolekylære videnskaber, Københavns Universitet",Adjunkt
5840,2010,Søren Bro Pold,DKK 62.000,Udgivelse af bogen: Interface Aesthetics - Beyond the Buttons,"Center for Digital Æstetik-forskning, Aarhus Universitet","Lektor, Ph.d."
5841,2010,Søren Nielsen,DKK 500.000,Basal VLDL1 og VLDL2 omsætning samt effekt af farmakologisk antilipolyse på basal og exercise stimuleret FFA og VLDL-triglycerid omsætning.,"Medicinsk Endokrinologisk Afdeling, Aarhus Universitetshospital","Overlæge, lektor. dr.med."
5842,2010,Søren Riis Paludan,DKK 300.000,Fusion af lpid-membraner: en ny immunologisk genkendelsesmekanisme ?,"Virologi, Aarhus Universitet",Professor
5843,2010,Steen Henning Hansen,DKK 250.000,Karakterisering af en ny mekanisme for tumor suppressor funktionen af adhesionsmolekylet E-cadherin,"The Kinase Signaling Group, University of Copenhagen",Visiting Professor
5844,2010,Steffen Thiel,DKK 250.000,Mønstergenkendelse og forsvar mod virusinfektion,"Institut for Medicinsk Mikrobiologi og Immunologi, Aarhus Universitet",Lic. scient.
5845,2010,Stine Høholt,DKK 50.000,De vilde 80'ere. Forskningsbaseret udstilling på Arken Museum for Moderne Kunst. 4. september 2010 - 9. januar 2011,"Kunstafdelingen, Arken Museum for Moderne Kunst",Overinspektør - Chef for Kunstafdelingen og ARKEN Undervisning
5846,2010,Susan Rydahl Hansen,DKK 149.200,Mestrings- og familieorienteret hjemmesygepleje versus konventionel hjemmesygepleje til alvorligt kræftsyge patienter - et randomiseret studie,"Forskningsenheden for klinisk sygepleje, Bispebjerg og Frederiksberg Hospital, Bispebjerg Hospital",Forskningsleder
5847,2010,Susanne Dam Poulsen,DKK 2.500.000,Immunregulation ved kroniske infektioner - betydning af regulatoriske T celler for patogenesen,"Epidemiklinikken, Rigshospitalet","1. reservelæge, dr.med."
5848,2010,Susanne Mandrup,DKK 500.000,Genome-wide mapping of PPARgamma target sites and cross talk with inflammatory transcription factors in primary human adipocytes,"Eukaryotic Gene regulation and Metabolism, University of Southern Denmark",Professor
5849,2010,Technical University of Denmark,DKK 1.319.050.000,The Novo Nordisk Foundation Center for Biosustainability,NA,
5850,2010,Thomas Balle,DKK 200.000,Detaljeret undersøgelse af receptor-ligand-vekselvirkninger i subtyper af nikotine acetylcholinreceptorer ved hjælp af muterede acetylcholinbindende proteiner,"Biostrukturel Forskning, Det Farmaceutiske Fakultet; Københavns Universitet",Lektor
5851,2010,Thomas Benfield,DKK 400.000,Replikation af genomisk associationsstudie af risiko loci forbundet med akut bakteriel meningitis hos børn,"Infektionsmedicinsk afdeling 144, Hvidovre Hospital","overlæge, forskningslektor, dr.med."
5852,2010,Tina Hummelshøj Glue,DKK 300.000,Ficoliners rolle i infektion og inflammation ved anvendelse af knockout mus,"7631, Rigshospitalet",PhD
5853,2010,Tina Vilsbøll,DKK 250.000,Pathophysiological implications of the incretin hormones in maturity onset of diabetes of the young (MODY),"Diabetes Research Division, Department of Internal Medicine, University of Copenhagen, Denmark",MD DMSc
5854,2010,Toke Bek,DKK 200.000,Regulationen af nethindens kapillærflow in vitro,"Øjenafdelingen, Århus Sygehus",Professor
5855,2010,Torsten Toftegaard Nielsen,NA,,NA,"Professor, overlæge, dr.med."
5856,2010,Tuula Kallunki,DKK 200.000,Analysis of a novel ErbB2-activated transcription factor involved in breast cancer cell invasiveness,"Apoptosis Department, Danish Cancer Society","Dr., Docent"
5857,2010,Uffe Holmskov,DKK 400.000,Funktionel karakterisering af FIBCD1,"Afdeling for Kardiovaskulær og Renal Forskning, Syddansk Universitet","Institutleder, professor"
5858,2010,Ulf Joel Eriksson,DKK 250.000,Experimental and (epi)genetic studies of diabetic pregnancy,"Institutionen för medicinsk cellbiologi, Uppsala Universitet",Professor
5859,2010,Ulf Smith,DKK 250.000,Adipose tissue dysregulation in Type 2 diabetes - genetic factors and canonical Wnt,"The Lundberg Laboratory for Diabetes Research, University of Gothenburg",Professor
5860,2010,University of Copenhagen,DKK 885.000.000,The Novo Nordisk Foundation Center for Basic Metabolic Research,NA,
5861,2010,University of Copenhagen,DKK 585.000.000,The Novo Nordisk Foundation Center for Basic Stem Cell Biology,NA,
5862,2010,Valeriya Lyssenko,DKK 250.000,Genetic factors for diabetes and its complications,"Clinical Sciences, Lund University",Associate professor
5863,2010,Vesa Olkkonen,DKK 250.000,"Cytoplasmic oxysterol receptor proteins: Role in lipid metabolism, atherosclerosis and metabolic disease","Unit of Lipid Signaling and Homeostasis, Minerva Foundation Institute for Medical Research",Dr.
5864,2010,Vibeke Bregnballe,DKK 62.500,Fra barn til voksen med cystisk fibrose. Kortlægning af hvilke sundhedsydelser der ifølge unge med cystisk fibrose og deres forældre kan bedre overgangen fra barn til voksen med cystisk fibrose.,"Børneafdeling A, Århus Universitetshospital, Skejby","Forskningssygeplejerske, Ph.D.stud"
5865,2010,Vladimir V. Matchkov,DKK 200.000,"The signalosome-based modulation of resistance artery function by Î±2 isoform of the Na,K-ATPase","Institut for Fysiologi og Biofysik, Aarhus Universitet",Dr.med.
5866,2010,Ylva Hellsten,DKK 300.000,Does capillary density affect insulin sensitivity? - Possible role of CXCR2-mediated angiogenesis,"Department of Exercise and Sport Sciences, University of Copenhagen",Professor
5867,2009,Agneta Holmäng,DKK 150.000,Programming of the Metabolic Syndrome - The Critical Role of the Maternal Metabolic Environment and Early Childhood,"Physiology, Sahlgrenska Academy, University of Gothenburg",Professor
5868,2009,Alexander Chibalin,DKK 700.000,Role of phosphorylation and protein interaction in the regulation of the sodium pump: control of molecular function in sickness and health,"Molecular Medicine and Surgery, Karolinska Institutet",Docent
5869,2009,Anders Børglum,DKK 300.000,"Molekylær og funktionel karakterisering af skizofrenigenet BRD1 - studier i genetisk modificerede musemodeller, celler og patientmateriale","Institut for Human Genetik, Aarhus Universitet",Professor
5870,2009,Anders Henrik Lund,DKK 11.000.000,Molekylære mekanismer i cancer,"Biotech Research and Innovation Centre, BRIC, Københavns Universitet",Dr
5871,2009,Anders Olsen,DKK 250.000,"Checkpoints, Cancer og Aldring","Forskerparken, Aarhus Universitet",Adjunkt
5872,2009,Anders Tengholm,DKK 500.000,Second messenger interplay in pancreatic Î²-cell stimulus-secretion coupling,"Medical Cell Biology, Uppsala University",Dr
5873,2009,Anders Troelsen,DKK 50.000,Byen på højkant. Skyskraberen i urbanistisk perspektiv,"Kunsthistorie, Aarhus Universitet",Lektor
5874,2009,Andreas Kjær,DKK 500.000,Molekylær billeddannelse til ikke-invasiv tumorkarakteristik og skræddersyet cancerterapi: Translationelle studier af neuroendokrine tumorer.,"Cluster for Molecular Imaging/Klin. Fys., Nuklearmed. & PET, Københavns Universitet","Professor, overlæge, dr.med."
5875,2009,Anja Groth,DKK 400.000,Karakterisering af nye mekanismer i kromatindannelse,"Biotech Research and Innovation Centre - BRIC, BRIC, Københavns Universitet",Lektor
5876,2009,Anna Krook,DKK 300.000,Signalling pathways regulating the metabolic profile in human skeletal muscle,"Physiology and Pharmacology, Karolinska Institutet",Docent
5877,2009,Anna Wedell,DKK 150.000,Molecular Mechanisms in Disorders of Sexual Development and Steroid Metabolism,"Dept of Molecular Medicine and Surgery, Karolinska Institutet",Professor
5878,2009,Anne Sophie Ågård,DKK 200.000,"Langsigtet betydning af akut, kritisk sygdom og indlæggelse i intensivafdeling. Patienters og pårørendes perspektiv.","Anæstesiologisk-Intensiv Afdeling I, Århus Universitetshospital, Skejby",Ph.d.-studerende
5879,2009,Anne-Birgitte Vogelsang,DKK 100.000,Living together with an ICD recipient,"Hjertemedicinsk afdeling B, Århus Universitetshospital, Skejby",Ph.d. studerende
5880,2009,Anneli Fuchs,DKK 60.000,"Fotografiet som didaktisk, billedskabende og kunsthistorisk redskab belyst gennem samlingerne på Kunstakademiets Bibliotek og Statens Kunsthistoriske Fotografisamling","Kunsthistorisk Billedarkiv, Danmarks Kunstbibliotek","Videnskabelig medarbejder, mag.art."
5881,2009,Arne Vernon Astrup,DKK 150.000,"INGEAR: Effects of INtravenous infusions of Gut hormones, as monoinfusion and in combination, on Energy expenditure and Appetite Regulation in healthy obese subjects.","Faculty of Life Sciences, University of Copenhagen","Professor, MD"
5882,2009,Åsa Fex Svenningsen,DKK 200.000,"Intestinal stem cells, a good source for transplantation into the injured CNS.","Anatomi og Neurobiologi, Syddansk Universitet",Lektor
5883,2009,Basem Abdallah,DKK 150.000,Identifying novel factors that controlling the switch between osteoblast and adipocyte differentiation of bone marrow mesenchymal stem cells: new approach for enhancing bone formation,"Molecular Endocrinology, SDU",Associate professor
5884,2009,Benedicte Alexandra Lie,DKK 150.000,Expression profiling of risk genes in type 1 diabetes - from genome-wide association studies to functional implications,"Institute of Immunology, Oslo University Hospital",Dr.
5885,2009,Bent Smedegaard Ottesen,NA,,NA,"Professor, dr.med."
5886,2009,Bente Kiens,DKK 300.000,Regulering og dysregulering af lipidomsætningen hos individer med lav fødselsvægt -effekt af fysisk aktivitet,"Human Fysiologi, Molekylær Fysiologi, Københavns Universitet",Professor
5887,2009,Berit Andersen,DKK 500.000,Seksuel adfærd og sundhed i Danmark - en tværsnitsundersøgelse,"Forskningsenheden for Almen Praksis, Aarhus universitet","Speciallæge, Ph.D."
5888,2009,Bertil Fredholm,DKK 250.000,"Further studies on the role of adenosine in energy homeostasis, with implications for caffeine use in diabetes.","Fysiologi o Farmakologi, Karolinska Institutet",Professor
5889,2009,Birgitte Blicher Pedersen,DKK 100.000,Træthed efter apopleksi - udvikling og afprøvning af et program med henblik på at reducere og mestre træthed.,"Neurologisk afdeling F, Århus Universitetshospital",Cand.scient.san.
5890,2009,Birthe B. Kragelund,DKK 150.000,Investigations of the signalling mechanism and molecular structure of the intracellular domain of the human prolactin receptor,"Structurel Biology and NMR Laboratory, University of Copenhagen",Associate professor
5891,2009,Bjoern Sander,DKK 300.000,Deciphering Molecular Mechanisms of Protein Folding Diseases,"Stereology and EM Research Laboratory, Aarhus Universitet",Assistant Professor
5892,2009,Bjørn Richelsen,DKK 300.000,"Energi i flydende form. Betydning for appetitten, appetitregulatoriske hormoner, insulinfølsomheden og kropsvægten.","Medicinsk-Endokrinologisk Afdeling C, Århus Sygehus",Professor
5893,2009,Blagoy Blagoev,DKK 150.000,Understanding the role of Mdm2 in adipocyte biology,"Biochemistry & Molecular Biology, University of Southern Denmark",Dr.
5894,2009,Bo Torben Porse,DKK 400.000,C/EBP-medieret transkriptionel kontrol af lever regeneration,"BRIC-KU, Københavns Universitet",Lektor
5895,2009,Bo van Deurs,DKK 300.000,Endocytotisk regulering af ErbB receptorer,"Institut for Cellulær og Molekylær Medicin, Københavns Universitet",Professor
5896,2009,Bonnie Bay Andersen,DKK 40.000,Passepartout nr 30. Det Syge Nummer,"Afdeling for Kunsthistorie, Aarhus Universitet",Redaktør
5897,2009,Boye Lagerbon Jensen,DKK 250.000,Årsager til lithium-induceret nyreskade,"Forskningsenheden for Fysiologi og Farmakologi, Syddansk Universitet",Prof. dr. med. PhD
5898,2009,Carsten Geisler,DKK 300.000,MID1 og dræber T lymfocytter,"T Cell Biology, Københavns Universitet","Professor, dr.med."
5899,2009,Cecilia Holm,DKK 300.000,Development of novel concepts for the prevention and treatment of type 2 diabetes,"Experimental Medical Science, Lund University",Professor
5900,2009,Celine Fernandez,DKK 300.000,Global Lipid Analysis to Study the Mechanisms Underlying Beta Cell Dysfunction Associated with Type 2 Diabetes,"Experimental Medical Science and Immunotechnology, Lund University",Ms
5901,2009,Charlotte Dorisdatter Bjørnes,DKK 183.978,Hvordan oplever mænd med prostatacancer kontakten med sundhedsprofessionelle og kan en online kontakt have en betydning?,"Urologisk Afdeling, Aalborg Sygehus, Århus Universitetshospital",Ph.d.studerende
5902,2009,Charlotte Harken Jensen,DKK 300.000,Dosiseffekten af Delta-like 1 homolog (Dlk1) på regenerationsforløbet i skeletmuskulatur.,"Immunologi og Mikrobiologi, Syddansk Universitet",Lektor
5903,2009,Charlotte Ling,DKK 150.000,"The influence of genetic, epigenetic and non-genetic factors on the pathogenesis of type 2 diabetes.","Clinical Sciences, Lund University",PhD
5904,2009,Christian Ansgar Hundahl,DKK 300.000,Undersøgelse af Neuroglobin rolle i det døgnrytme genererende system,"Neurovidenskab og Farmakologi, Københavns Universitet",Post Doc
5905,2009,Christina Christoffersen,DKK 250.000,Undersøgelse af den biologiske rolle for apoM - et lipocalin bundet til lipoproteiner,"Klinisk Biokemisk Afdeling, Københavns Universitet",Introduktionslæge
5906,2009,Christine Stabell Benn,DKK 300.000,Ultralydsscanning af thymus i Guinea-Bissau,"Bandim Health Project, Statens Serum Institut",Afdelingslæge
5907,2009,Christopher Barker,DKK 150.000,Role of inositol pyrophosphates in insulin exocytosis and beta cell survival,"Rolf Luft Research Center for Diabetes and Endocrinology, Karolinska Institutet",Docent
5908,2009,Claes Ohlsson,DKK 650.000,Sex Steroids in the Regulation of Skeletal Tissue,"Internal medicin, Sahlgrenska Academy of Gothenburg University",Professor
5909,2009,Claus Juul Løland,DKK 300.000,Krystallisering af en bakteriel neurotransmitter transporter homolog i den indadvendte konformation,"Molekylær Neurofarmakologi, Københavns Universitet",Lektor
5910,2009,Claus Oxvig,DKK 250.000,Målrettet og permanent inaktivering af gener i IGF-systemet i zebrafisk,"Proteinfunktion, Aarhus Universitet",Professor
5911,2009,Cord Brakebusch,DKK 300.000,Assessment of candidate genes involved in the molecular mechanism underlying skin hypersensitivity in the absence of RhoA or Rac1,"Biomedical Institute, Københavns Universitet",Prof.
5912,2009,Cornelis Johannes Pieter Grimmelikhuijzen,DKK 480.000,Structure and function of receptors and signal molecules in insects,"Afdeling for Cellebiologi, Københavns Universitet",Professor Dr.
5913,2009,Dan Holmberg,DKK 300.000,Mechanisms of autoimmune-induced inflammation in type 1 diabetes,"Disease Biology, KU-LIFE",Professor
5914,2009,Dorte Ejg Jarbøl,DKK 500.000,Syrerelaterede lidelser og langtidsbehandling med syrehæmmende medicin. Patienter og lægers opfattelse af langtidsbehandling.,"Forskningsenheden for Almen Praksis i Odense, Syddansk Universitet","Læge, ph.d."
5915,2009,Eckardt Treuter,DKK 650.000,Epigenetic Control of Metabolism and Inflammation by GPS2 Pathways,"Dept. of Biosciences and Nutrition, Karolinska Institutet",Professor
5916,2009,Elisabet Stener-Victorin,DKK 150.000,"The Role of Androgens in the Development of Reproductive, Neuroendocrine, and Metabolic dysfunction in Females","Department of Physiology, Sahlgrenska Academy, Göteborg University",Associate professor
5917,2009,Emil Daniel Bartels,DKK 200.000,Effekt af ANP og BNP på fedtakkumulering i hjertet og udvikling af hjertedysfunktion?,"Klinisk Biokemisk Afdeling, Rigshospitalet","Læge, Ph.D"
5918,2009,Emil Wolsk,DKK 250.000,Effekten af rhLeptin på den perifere humane fedt- og glucosemetabolisme.,"Infektionsmedicinsk afdeling, Rigshospitalet","Ph.D., Klinisk assistent"
5919,2009,Eriika Savontaus,DKK 150.000,Neuropeptide Y in the Pathogenesis of the Metabolic Syndrome,"Pharmacology, Drug Development and Therapeutics, University of Turku",
5920,2009,Erik Renström,DKK 300.000,The role of complement factor signalling for cell function and survival in the endocrine pancreas,"Clinical Sciences Malmö, Lund University",Professor
5921,2009,Eva Degerman,DKK 150.000,Cell signalling networks in human tissues of relevance for obesity and diabetes,"Diabetes, Metabolism and Endocrinology, Lund",Professor
