,Year,Reciever and Title,Grant size (DKK),Description,Project Category
884,2015,KøbenhavnerAkademiet,1.843.000 kr.,"Bikubenfonden støtter projektet Intensivt læringsforløb for fagligt og socialt udfordrede drenge.
Der gennemføres et intensivt læringsforløb for drenge med et lavt fagligt niveau og svag familiebaggrund. Heraf forventes en stor andel at være tosprogede drenge. Projektet vil fokusere på elevernes læring, trivsel, sociale- og personlige kompetencer.",Unge på kanten
885,2015,The Future Belongs to Us - forlængelse af forfase,150.000 kr.,"Bikubenfonden støtter det sociale projekt 'The Future Belongs to Us'.
Formålet er at udvikle kunstneriske, kreative og fysiske aktiviteter for børn og unge, med henblik på at skabe øget trivsel, livsduelighed og øget resiliens i det grønlandske lokalsamfund samt i Grønland generelt. Projektet sigter også mod at styrke familierne for herved at styrke børn og unge i deres opvækst.",Unge på kanten
886,2015,Etablering af Fonden High:Five,150.000 kr.,"Bikubenfonden støtter projektet High:Five.
High:five blev etableret i 2006 af Virksomhedsforum for Socialt Ansvar (VFSA), og har blandt andet til opgave at assistere landets virksomheder med at etablere job og uddannelse til unge, der er i fare for marginalisering grundet kriminalitet.",Unge på kanten
887,2015,Inuit lege event i Qaqortoq,23.500 kr.,"Som en del af Bikubenfondens samlede årlige pulje på 700.000 kr. til feriehjælp, har fonden bevilget støtte til Inuit lege event i Qaqortoq, som gennem kultur, aktivitet og oplevelser skal skabe sammenhold og trivsel til mindre bemidlede børn.",Unge på kanten
888,2015,Operation Julegaveregn 2015,35.000 kr.,"Bikubenfonden støtter velgørenhedsprojektet 'Operation Julegaveregn', som skal samle penge ind til julegaver. Initiativet er til fordel for anbragte børn på børnehjem og døgninstitutioner i Danmark. ",Unge på kanten
889,2015,KBH+ - alt under et tag,6.000.000 kr.,"Bikubenfonden har siden midten af 2014 bidraget aktivt i udviklingen af KBH+ og har nu bevilget 6 mio. kr. over en toårig periode, som en del af programmet ”Kultur til et godt liv”.
AskovFonden/KBH+ ønsker at udvikle og etablere nye bæredygtige modeller for, hvordan vi kan bruge det etablerede kulturliv til at skabe inklusion og nye fælleskaber for udsatte unge. Med afsæt i en tværsektoriel indsats ønsker vi at bygge bro mellem de unge og uddannelses- og arbejdsmarkedet.",Unge på kanten
890,2015,En optimering af Holland House,1.000.000 kr.,"Bikubenfonden støtter Holland House over en tre-årig periode til en optimering af Holland Houses distributionskapacitet og udvikling af organisationens kunstneriske netværk.
Udviklingsprojektet skal vise sig levedygtigt fra 2018.",Aktuel kunst
891,2015,IR kulturelle projekter 2015,2.100.000 kr.,"Bevillingen dækker Bikubenfondens ressourceforbrug i forbindelse med arbejdet på det kulturelle område, herunder dækning af administrative omkostninger. ",Aktuel kunst
892,2015,Danmark-Amerika Fondets virksomhedslegater,900.000 kr.,"Bikubenfonden støtter projektet Bikuben Fellows – Danmark-Amerika Fondets virksomhedslegater. Legaterne udstedes til danske studerende inden for alle felter, til studier på grad niveau i USA.",Andre formål
893,2015,En Engel Gennem Stuen,100.000 kr.,"Bikubenfonden støtter forestillingen 'En Engel Gennem Stuen'.
’En Engel Gennem Stuen’ er en tragikomisk, tankevækkende og rørende forestilling om en far, hans to døtre og den yngste datters mand.
Forestillingens formål er at undersøge, om det overhovedet er muligt at forandre sin rolle i familien og hvilke konsekvenser sådan en transformation vil have.",Aktuel kunst
894,2015,VR:NORDIC,150.000 kr.,"Bikubenfonden støtter projektet VR:NORDIC. Makropol vil i samarbejde med CPH:DOX skabe det første nordiske laboratorium for udforskning, udveksling og udvikling af viden og idéer inden for virtual reality, med en tilhørende mobil oplevelseskanal. ",Aktuel kunst
895,2015,UN Live Museum,819.250 kr.,"Bikubenfonden støtter projektet UN Live Museum.
Formålet med projektet er at styrke udviklingen af indholdet for UN Live Museum og dermed muligheden for at realisere potentialet i det endelige projekt. Dette skal ske ved udvikling af indhold via workshops, forstå best-practice for vidensformidling via studieture, samt effektfuld dokumentation i form af rapporter, e-bøger og film.",Aktuel kunst
896,2015,SIUTER en danse & musik forestilling,75.000 kr.,"Bikubenfonden støtter forestillingen Siuter - en danse og musik forestilling.
Suiter er et visuelt, auditivt og kinetisk danseværk for fem erfarende og modne dansere, som undersøgende og lyttende vil dykke ind i suitens form af konstruktioner og strukturer, for derfra at skabe parallelle bevægelsesuniverser i et organisk samspil med live-musikkens kompositoriske opbygning.",Aktuel kunst
897,2015,Escarramán,100.000 kr.,"Bikubenfonden støtter forlaget PARLA og har bevilliget midler til produktion af den musikdramatiske produktion 'Escarramán'.
'Escarramán' er en tegneserie-opera med barokmusik og nye kompositioner, dans og skuespil, hvor scenografien udføres i form af projekteret tegneserie. ",Aktuel kunst
898,2015,Nature Wild,150.000 kr.,"Bikubenfonden støtter forestillingen Nature Wild.
I de danske skove lever soldater som vender hjem … ikke til byerne, men til skovene. Efter mødet med krigen og civilisationens grænseland, har de valgt at trække sig tilbage for at leve i naturen. Nature Wild er et musikdramatisk værk skabt på baggrund af en veterans virkelige historie.",Aktuel kunst
899,2015,Et somalisk hjem i Danmark,1.404.000 kr.,"Bikubenfonden støtter projektet Et somalisk hjem i Danmark, hvor somaliske kvinder udstiller deres liv i Den Gamle By.
En lejlighed i Den Gamle By, indrettet 1:1 af somaliske kvinder, vil formidle somaliernes historie, skabe et neutralt rum for dialog i øjenhøjde og gensidig nysgerrighed, nuancere debatten om nydanskerne og være en anerkendelse af somalierne som en del af byernes historie i Danmark.",Aktuel kunst
900,2015,Hamlet in absentia,150.000 kr.,"Bikubenfonden støtter forestillingen 'Hamlet in absentia'.
I anledning af 400 året for Shakespeares død og 200 året for den første Hamlet forestilling på Kronborg i 2016, byder NordicOpera ind med den første danske Hamlet opera nogensinde. ",Aktuel kunst
901,2015,Længe leve,150.000 kr.,"Bikubenfonden støtter forestillingen 'Hvem passer din syge moster?'
Humoristisk ny dramatik om møder mellem omsorgspersonale og vores omsorgshungrende familie. Vi kan ikke/tør ikke tage os af vores nærmeste. Men hvem er det der bader/mader dem som vi ikke selv kan/vil passe? Små hverdagsmøder sættes på scenen og giver glimt af livet.",Aktuel kunst
902,2015,Domain,80.000 kr.,"Bikubenfonden støtter programmet Domain, som Tranen viser i perioden 14. august 2015 til 7. februar 2016. Domain sætter fokus på livsformer og evolution i en verden hvor teknologi, kultur og natur er smeltet sammen. Igennem udstillinger skabt af et felt af de mest nytænkende, danske samtidskunstnere undersøges virkeligheden set fra et ikke-menneskeligt perspektiv.",Aktuel kunst
903,2015,MADness,150.000 kr.,"Bikubenfonden støtter forestillingen MADness. MADness er en forestilling om økonomisk nød, madspild og det at ændre 'skam' til 'stolthed'. Udgangspunktet er en kvindes personlige og økonomiske omvæltning. Hun begynder at 'skralde' og finder frisk mad, der går til spilde hver dag. En forestilling, der opfordrer til eftertanke, kærlighed og tid.",Aktuel kunst
904,2015,Det Store Sceneskift,60.000 kr.,"Bikubenfonden støtter forestillingen 'Det Store Sceneskift', som er en forestilling hvor ingen nogensinde kommer på scenen, men hvor det kun er teatrets mekanik der er i spil. Lys, lyd, musik, røgmaskiner, rekvisitter og scenografi. Ingen levende skuespillere, dansere eller sangere gør nogensinde deres entré.",Aktuel kunst
905,2015,2 ekstra opførelser af forestillingen Leaves,64.010 kr.,"Bikubenfonden støtter Copenhagen Opera Festival og forestillingen ""Leaves - The Colour Of Falling"" med midler til to ekstra opførelser.",Aktuel kunst
906,2015,Splastic,75.000 kr.,"Bikubenfonden støtter forestillingen Splastic.
Hvordan kan det at være anderledes blive et potentiale, der bidrager til verdens mangfoldighed? Splastic er en nøgtern, nøgen og ærlig collage med to performere i træningstøj på et dansegulv, som fortæller historien i opbrudt kronologi, flettet sammen i - og med fysisk.",Aktuel kunst
907,2015,Mindre adm. omkostninger 2015 - kultur,100.000 kr.,Bevillingen dækker mindre adm. omkostninger på Bikubenfondens kulturelle område.,Aktuel kunst
908,2015,Stravinskijs Ildfuglen,150.000 kr.,"Bikubenfonden støtter Copenhagen Phil, Dansk Danseteater og Republique til opsætning af Stravinskijs 'Ildfuglen'.",Aktuel kunst
909,2015,Copenhagen Summer Dance,150.000 kr.,"Med en bevilling på 150.000 kr. støtter Bikubenfonden realiseringen af Copenhagen Summer Dance 2015. Copenhagen Summer Dance tilbyder en kunstnerisk – og tilmed gratis – oplevelse i verdensklasse.
 ",Aktuel kunst
910,2015,Foyer til nytænkning og Brobygning,750.000 kr.,"Bikubenfonden støtter projektet Foyer til Nytænkning og Brobygning. Republique vil skabe et nyt, impulsivt og åbent rum, der giver plads til teatereksperimenter. Gennem samarbejder på tværs af teatermiljøerne og institutioner i ind- og udland vil vi skabe kunstneriske hybrider og fællesskaber, der kan tiltrække et bredere og yngre publikum og gøre teatret levende.",Aktuel kunst
911,2015,TOYBOY,35.000 kr.,"Bikubenfonden støtter danseforestillingen TOYBOY. Dans og musik - live i et sanseligt rum af silke - et spil mellem nærhed og afstand. En oplevelse for børn og unge af deres samtids sindbillede, deres egen rolle og mulige valg og indflydelse gennem deltagelse.",Aktuel kunst
912,2015,Udstillingsprisen Vision 2016,3.450.000 kr.,"Bikubenfonden støtter projektet Udstillingsprisen Vision 2016. Udstillingsprisen Vision er Bikubenfondens fyrtårn på det kunst- og kulturhistoriske område. Udstillingsprisen er en konkurrence for museer og udstillingssteder om at få realiseret et drømmeprojekt, der skal formidle kunst og/eller kulturhistorie, med det mål at give den danske offentlighed større kulturel og kunstnerisk indsigt.",Aktuel kunst
913,2015,Min Musik 16-18,1.500.000 kr.,"Bikubenfonden støtter projektet Min Musik.
Min Musik er et 3-årigt udviklingsprojekt om medskabende musikforbrug og nye alliancer mellem popmusik og kunst. Projektet består af et 3-årigt formidlingsprogram Happy Sharing som forløber fra 2016-2018 og Happy, en omfattende udstilling på ARKEN i 2017, der stiller skarpt på krydsfeltet mellem popmusik og kunst.",Aktuel kunst
914,2015,MADE status. Dokumentation. evaluering og formidling.,250.000 kr.,"Med en bevilling på op til 250.000 kr støtter Bikubenfonden projektet MADE by the Opera House til udviklingen af dette, på baggrund af dokumentation, evaluering og formidling af det nuværende program, som Bikubenfonden tidligere har støttet.",Aktuel kunst
915,2015,Udviklingsplatform for scenekunsten,6.000.000 kr.,"På baggrund af dialog med branchen opretter Bikubenfonden og Projektstøtteudvalget for Scenekunst nu i samarbejde en udviklingsplatform for scenekunsten i Danmark.
Det overordnede formål er at bidrage til udvikling af den frie scenekunst, projektstøttede teatre og mindre etablerede teatre. Det sker i dialog med nationale og internationale aktører, herunder CPH Stage for herigennem at bidrage til et mere dynamisk, kvalificeret og mangfoldigt scenekunstmiljø i Danmark til gavn for publikum.",Aktuel kunst
916,2015,Folkemøde Bornholm (kulturelle aktiviteter),40.000 kr.,"Bikubenfonden støtter Folkemødet 2015 med en bevilling på 40.000 kr. til afholdelse af Reumertsaloner. Formålet med Bikubenfondens deltagelse er at møde og indgå dialog med vores nuværende og potentielle interessenter, partnere og bevillingsmodtagere i et direkte og uformelt formål.",Aktuel kunst
917,2015,AKTIVITETSPROGRAM TIL DE 111 PLATEAUER,2.600.000 kr.,"Bikubenfonden støtter Aktivitetsprogrammet til de 111 plateauer - et monument for fremtiden.
KØS er bevilget støtte til et eksperimenterende to-årigt udendørs udstillings- og teaterprogram på museets nyindviede kunstplads midt i byen. I samarbejde med kunstnere på tværs af kunstarter trækkes kunsten ud i gaderummet foran museet som udfordrende ramme for mødet mellem borgere, kunst og museum.",Aktuel kunst
918,2015,Årets Reumert 2016,4.700.000 kr.,"Bikubenfonden fortsætter arbejdet med Årets Reumert, Cph Stage og Reumert-saloner i 2016.",Aktuel kunst
919,2015,KGL-dansk,1.250.000 kr.,"Bikubenfonden støtter projektet KGL-dansk på Det Kongelige Teater med en bevilling på 1.250.000 kr. fordelt over tre år. KGL-dansk er et talentudviklingsforløb, hvor nye scenefortællinger ser dagens lys og hvor nye og allerede prøvede danske dramatikere udvikles for øjnene af os.",Aktuel kunst
920,2015,PÅ VEJ,100.000 kr.,"Bikubenfonden støtter forestillingen På Vej, som er en site-specific vandringsforestilling i områderne på Nørrebro, omhandlende en teenagepige på stadiet mellem barndom og voksenliv.
Forestillingen er baseret på interviews med afrodanske unge, sort minoritet/hvidt majoritetssamfund, rodløshed, udenforskab og offentlige miljøers teatrale/psykologiske udtryk.",Aktuel kunst
921,2015,Udvikling af Skovsnogen,1.273.000 kr.,"Bikubenfonden støtter projektet 'Udvikling af Skovsnogen'. På fem år er Skovsnogen blevet et unikt kunstcenter, hvor publikum og lokalmiljø bliver involveret i produktionen af nye kunstværker i den vestyske skov. Gennem en række nye tiltag skal dette udviklingsprojekt bidrage til en udbygning og forankring af Skovsnogens kunstneriske og sociale aktiviteter.",Aktuel kunst
922,2015,FANDENS OLDEMOR,150.000 kr.,"Bikubenfonden støtter forestillingen Fandens Oldemor - en musikalsk dialog mellem PH og hans mor.
Spørgsmålene ""Hvem var PH?"", ""Hvem formede hans livssyn?"" og ""Hvem inspirerede ham til at blive den samfundsrevsende stemme, vi stadig kan huske og høre?"" er nøglen til forestillingens parløb mellem mor og søn i fortællingen om to kunstneres liv på tværs af alder og tid.",Aktuel kunst
923,2015,TO BE CONTINUED - Skovsnogen Artspace,145.000 kr.,"Bikubenfonden støtter projektet To Be Continued - Skovsnogen Artspace.
To Be Continued er et forprojekt, hvis formål er at udarbejde en konkret plan for udvikling og fremtidssikring af Skovsnogen Artspace. Herunder at skitsere konkrete kunstneriske og formidlingsmæssige aktiviteter, en bæredygtig finansiering, samt juridiske og planlovsmæssige forhold.",Aktuel kunst
924,2015,Heksemuseum i Ribe,1.000.000 kr.,"Bikubenfonden støtter projektet Heksemuseum i Ribe.
Sydvestjyske Museer ejer et større bygningskompleks i midten af Ribe, hvor Danmarks mest berømte 'heks', Maren Splid blev brændt i 1631. Her skal indrettes et heksemuseum med fokus på trolddomsforfølgelser i Europa, Danmark og Ribe, hvor det mest omfattende retsmateriale om hekse findes i Ribe.",Aktuel kunst
925,2015,Konsulent for Corpus,150.000 kr.,"Bikubenfonden støtter projektet Konsulent for Corpus.
Der er bevilget støtte til en konsulentstilling hos Den Kongelige Ballets eksperimenterende kompagni Corpus. Projektet fokuserer på dokumentation, analyse, udvikling og formidling, og skal generere ny viden om skabelse af scenekunst, udvikling af kunstnere, publikumsrelationer og -inddragelse.",Aktuel kunst
926,2015,Rialto:Laboratoriet,275.000 kr.,"Bikubenfonden støtter projektet Rialto:Laboratoriet.
I Rialto:Laboratoriet vil publikum kunne opleve teaterformater af høj kunstnerisk kvalitet skabt ud fra anderledes produktionsforhold. Produktionerne vil både gøre brug af Rialto:Ensemblet og indhente eksterne samarbejdspartnere, og de vil være offentligt tilgængelige for almindeligt publikum.",Aktuel kunst
927,2015,Rialto:Dokumentation,70.000 kr.,"Bikubenfonden støtter projektet Rialto:Dokumentation.
Rialto:Dokumentation er en måde at sikre dokumentation, evaluering og udvikling af de forskellige tiltag på Rialto:Teatret. På den måde er håbet, at erfaringerne kan komme til gavn for ikke blot os selv, men for det samlede danske teaterlandskab.",Aktuel kunst
928,2015,7 tværæstetiske nybrud med lokalforankring,1.588.179 kr.,"Bikubenfonden støtter projektet Aarhus Teater (AT) - syv tværæstetiske nybrud med lokalforankring.
AT vil styrke sin profil og fremtidssikre byens kulturliv ved tværæstetiske projekter udenfor teaterrummet. De vil nytænke og udfordre med høj kvalitet og bidrage til publikumsudvikling og involvering. Dette sker i samarbejde med professionelle, kultur- og kunstinstitutioner.",Aktuel kunst
929,2014,Morgencafé for Hjemløse 2015 -2018,2.000.000 kr.,Bikubenfonden støtter Morgencaféen for hjemløse i 2015-2018.,Unge på kanten
930,2014,Juleaften på Kofoeds Skole 2015,65.000 kr.,,Unge på kanten
931,2014,Store Klaus,300.000 kr.,"Bikubenfonden støtter projektet Store Klaus.
Med den planlagte udstilling ”Store Klaus”, ønsker Det Kongelige Bibliotek gennem rumlige, tekstlige og (audio)visuelle greb at give et nuanceret, historisk og personligt helhedsbillede af personen og forfatteren Klaus Rifbjerg set i en samfundsmæssig og kulturel kontekst.",Aktuel kunst
932,2014,Støtte til Ahl Fondens feriekoloni,50.000 kr.,,Unge på kanten
933,2014,Julestøtte til udsatte og psykisk sårbare kvinder,33.000 kr.,,Unge på kanten
934,2014,Musikinstrumenter fra børn til børn k,150.000 kr.,"Bikubenfonden støtter projektet 'Musikinstrumenter fra børn til børn'.
I samarbejde med de danske musikskoler i Danmark og hele Danmarks befolkning donerer DR brugte musikinstrumenter til musikskoler og to børnehjem i Grønland. Institutioner, der bruger musik som værktøj til at give udsatte børn følelsen af at kunne bidrage og tilhøre et fællesskab.",Unge på kanten
935,2014,Julehjælp - Frelsens Hær,100.000 kr.,"Bikubenfonden støtter projektet Frelsens Hærs uddeling af julehjælp.
Støtten går til julearrangementer for ensomme og hjemløse samt julehjælp til fattige familier. Julehjælpen uddeles på baggrund af dokumenterede ansøgninger fra familierne, og hjælpen giver dem mulighed for at holde en jul, som den børnenes klassekammerarter holder.",Unge på kanten
936,2014,Julefest for kvinder og børn på asylcenter,60.000 kr.,"Bikubenfonden støtter foreningen 'Kvinde til kvindes' julefest for kvinder og børn på asylcenter.
For tredje år i træk ønsker 'Kvinde til kvinde' at at give et lysglimt af glæde til kvinderne og børnene som bor på asylcenter, men i år ønsker foreningen ikke kun at sprede glæde en gang årligt men at afholde 'kvindecaféaftener' to gange om måneden med start fra november 2014 på henholdsvis Avnstrup og Sandholm asylcenter.",Unge på kanten
937,2014,Fortsat støtte til Soldaterlegatets arbejde,5.000.000 kr.,"Bikubenfonden støtter Soldaterlegatets arbejde. Soldaterlegatet hjælper tidligere civile og militære udsendte i internationale militære missioner, der efter en udsendelse har behov for økonomisk støtte grundet en fysisk eller psykisk skade, der er opstået under udsendelsen, samt deres efterladte.",Unge på kanten
938,2014,OuterVision 2015 PANTO!,350.000 kr.,"Bikubenfonden støtter projektet OuterVision 2015 PANTO! .
OuterVision er en nordisk dansefestival med forankring i Grønland for både amatører og professionelle. Der tilbydes gratis workshops til børn og unge i 4 forskellige byer i Grønland og nordiske dansere inviteres til en kulturel udveksling hvor bl.a. pantomime møder grønlandsk maskedans.",Aktuel kunst
939,2014,Julestøtte til familier via menighedsplejer,200.000 kr.,"Bikubenfonden støtter Samvirkende Menighedsplejers julestøtte til familier, formidlet via kirker og menighedsplejer.
Samvirkende Menighedsplejer (SMP) vil med projektet fordele julestøtte landet over. Det har som primære mål at hjælpe sogne med at understøtte dårligt stillede børnefamilier med hjælp til familiens jul i hjemmet og/eller med et arrangement i kirken i julen. Det videre formål er en varig forbedring af familiernes situation. Julehjælpen er det første skridt i vejen til at hjælpe de socialt udsatte familier. Kontakten til dem skal herefter udbygges.",Unge på kanten
940,2014,Alle børn fortjener en god jul og et godt nyt år,100.000 kr.,"Bikubenfonden støtter Mødrehjælpens uddeling af julehjælp.
Julehjælpen går til at give udsatte børn en god jul, og forældre en hjælpende hånd til at skabe gode og trygge rammer for familien. Mødrehjælpen hjælper i form af penge kombineret med tilbud om rådgivning til børnefamilier, der er udsatte pga. økonomi, dårlig trivsel og/eller en ulykkelig hændelse i deres liv.",Unge på kanten
941,2014,Julehjælp 2014,100.000 kr.,"Bikubenfonden støtter Røde Kors' julehjælp 2014.
Røde Kors vil i 2014 dele julehjælp ud til 6.000 familier fordelt over hele landet. Hjælpen uddeles i form af gavekort til et lokalt supermarked. Sammen med gavekortet modtager familien en invitation til at deltage i Røde Kors netværksaktiviteter for familier i en socialt udsat position.",Unge på kanten
942,2014,Dansk Folkehjælps Julehjælp,100.000 kr.,"Bikubenfonden støtter Dansk Folkehjælps Julehjælp.
Som opfølgning på årets Julehjælpskampagne tilbyder Dansk Folkehjælp udsatte familier, der modtager Julehjælp, en række netværksskabende aktiviteter inden for sport, natur, drama og musik. Fokus er på at flytte sig fra passivt til aktivt medborgerskab ved at engagere sig i lokale problemstillinger.",Unge på kanten
943,2014,"Julehjælp som efterværn, 2014",100.000 kr.,"Bikubenfonden støtter projektet Julehjælp som efterværn, 2014.
For at nå tidligere, aktuelle og fremtidige brugere i Blå Kors målgrupper holdes julearrangementer og indstilles til gavekort til børnefamilier og individer. Der bydes på opfølgende social aktivitet der inkluderer et rådgivningstilbud. Julehjælpen integreres i forhold til efterværn og netværk.",Unge på kanten
944,2014,Morgencafé for Hjemløses julehjælp 2014,25.000 kr.,"Bikubenfonden støtter Morgencaféens julehjælp 2014 'Hilsen fra en hjemløs'.
Hjemløse er oftest ikke i kontakt med familie og tidligere venner. Fraværet af disse relationer er følelsesmæssigt ekstra vanskelig i juletiden, hvor netop familie og familieværdier er vigtige parametre for socialt samvær. Med projekt 'Hilsen fra en hjemløs' søges kontakten reetableret.",Unge på kanten
945,2014,Julehjælp til enlige forsørgere og deres børn,50.000 kr.,"Bikubenfonden støtter Børnesagens Fællesråds uddeling af julehjælp til enlige forsørgere og deres børn, der er særligt udsatte på grund af sygdom, handicap eller ledighed.
Med julehjælp vil Børnesagens Fællesråd støtte nogle af de allerdårligst stillede i Danmark: børn og unge af enlige forsørgere, der lever af et lavt rådighedsbeløb. Forældres langvarige fravær fra arbejdsmarkedet kombineret med kronisk/kritisk sygdom ekskluderer og betyder, at børnene lider afsavn.",Unge på kanten
946,2014,Natur til et godt liv 2015,1.640.000 kr.,"Bikubenfonden fortsætter programmet Natur til et godt liv 2015.
Se link til beskrivelsen her på hjemmesiden.
 ",Unge på kanten
947,2014,Operation Julegaveregn 2014,25.000 kr.,"Bikubenfonden støtter Operation Julegaveregn - et velgørenhedsprojekt til fordel for anbragte børn i Danmark.
Operation Julegaveregn blev startet i 2007 som en velgørende og privat indsamling med det ene formål at samle penge ind til julegaver til anbragte børn på børnehjem og døgninsttutioner i Danmark.",Unge på kanten
948,2014,Mindre adm. omkostninger 2014 - social,100.000 kr.,"Bevillingen dækker Bikubenfondens ressourceforbrug i forbindelse med arbejdet på det sociale område, herunder dækning af administrative omkostninger.",Unge på kanten
949,2014,IR sociale projekter 2014,1.290.000 kr.,"Bevillingen dækker Bikubenfondens ressourceforbrug i forbindelse med arbejdet på det sociale uddelingsområde.
I Bikubenfondens almennyttige virke arbejder fonden for at fremme indsigt og udsyn ved at støtte og udvikle nyskabende projekter af høj kvalitet inden for kultur og det sociale område. Bikubenfonden er en faciliterende fond og en aktiv aktør i samfundet. At facilitere er at hjælpe en gruppe til at nå et fælles mål. Fonden vil både på eget initiativ og sammen med andre bidrage med økonomiske, fysiske, virtuelle og processuelle rammer, der muliggør og skaber ny udvikling og sætter nye dagsordener. Det kan eksempelvis være rådgivning, viden, netværk, projektsparring, og konsulenthjælp.",Unge på kanten
950,2014,Hvor er kvinderne i dansk møbeldesign?,150.000 kr.,"Bikubenfonden støtter udstillingen 'Hvor er kvinderne i dansk møbeldesign?' på Trapholt.
I over 100 år har kvindelige designere haft samme muligheder som mænd, men hvem er kvinderne og hvorfor mangler de i historieskrivningen, museumssamlingerne og i produktionen? Skyldes deres fravær strukturelle vilkår eller et særligt kvindeligt formsprog, der ikke er godt nok?",Aktuel kunst
951,2014,'Ferieprojekt for socialt udsatte børnefamilier',25.000 kr.,,Unge på kanten
952,2014,LivaRehab: Julehjælp,10.000 kr.,"Bikubenfonden støtter foreningen LIVas julestøtte til udsatte og psykisk sårbare kvinder og deres familie.
Foreningen støtter mennesker, der har fået skader af prostitution, incest, vold, seksuelle overgreb ved at yde tværfaglig behandling. Grundet deres spinkle økonomiske ressourcer ønsker foreningen at give julehjælp til minimum 30 kvinder og deres børn,så de får mulighed for at holde jul.",Unge på kanten
953,2014,1755 Udstillingssted for katastrofekunst,475.000 kr.,"Bikubenfonden støtter projektet 1755. Udstillingssted for katastrofekunst og -kultur.
1755 er et eksperimenterende og tværfagligt udstillingssted for samtidskunst dedikeret til undersøgelsen af nutidig katastrofekultur. En væsentlig del af programmet vil være en række på fem udstillinger plus en serie arrangementer med udenlandske kunstnere, hvilket er det, der søges støtte til.",Aktuel kunst
954,2014,"Seminaret ""Scenen er Åben""",100.000 kr.,"Bikubenfonden støtter seminaret ""Scenen er Åben"".
Statens Kunstfonds Projektstøtteudvalg for Sceenkunst afholdte den 22. oktober 2014 et seminar med titlen ""Scenen er Åben"" med henblik på at fremstille mulige læsninger på åben scene problematikken i Københavnsområdet.",Aktuel kunst
955,2014,Aktivering af socialt truede unge på Nørrebro,100.000 kr.,"Bikubenfonden støtter aktivering af socialt udsatte børn og unge på Nørrebro.
Formålet med projektet er over en 2½-årig projektperiode at få mindst 300 børn og unge fra København Nord og Nordvest kvarterer til at dyrke organiseret foreningsidræt med de positive effekter det vil have på individet og samfundet og positivt hjælpe dem væk fra en udsat tilværelse.",Unge på kanten
956,2014,Udenfor Sæsonen på Bornholm,400.000 kr.,"Bikubenfonden støtter projektet Udenfor Sæsonen på Bornholm.
Projektet ønsker at fremme kunstneriske samarbejdsmuligheder mellem unge og etablerede kunstnerne indenfor en bred vifte af kunstneriske genrer i et såkaldt cross-over samarbejde. Projektet præsenteres under titlen ""Udenfor Sæsonen"" på Bornholm og afvikles 3 gange i perioden 20015 - 2017.",Aktuel kunst
957,2014,The Future Belongs to Us (fase 1),350.000 kr.,"Bikubenfonden støtter projektet The Future Belongs to Us (fase 1). Projektet vil styrke de menneskelige ressourcer blandt børn og unge (12-18 år) i Grønlands mindre byer igennem træning og anvendelse af deres rettigheder i henhold til FNs børnekonvention. Natur, kunst og kultur bruges i udfoldelsen af aktiviteterne. Projektet afvikles i Grønland.",Unge på kanten
958,2014,FJENDE og NABO - Hanstholm besat,200.000 kr.,"Bikubenfonden støtter projektet FJENDE og NABO - Hanstholm besat.
Der er tale om et nyt udstillingskoncept på Museumscenter Hanstholm, som sætter fokus på forholdet mellem danskerne og de tyske soldater under besættelsen, herunder med personlige genstande fra tyske soldater, jævne danske Hanstholmborgere og tyske ofre for nazismen, der mødte deres endeligt ved fæstningen.",Aktuel kunst
959,2014,DFUNK Sommer 2014,70.000 kr.,,Unge på kanten
960,2014,Ekstra bevilling Årets Reumert. Cph Stage,2.155.000 kr.,"Bikubenfonden fortsætter arbejdet med Årets Reumert, Cph Stage og Reumert-saloner i 2015.",Aktuel kunst
961,2014,MOST TRUTHS ARE SO NAKED - sidste del af trilogi,75.000 kr.,"Bikubenfonden støtter forestillingen 'Most truths are so naked' - sidste del af trilogi.
'Most truths are so naked' - om sekter og kulter - sidste del af trilogi om liv, død, eksistens, fællesskaber og religion. Nu stiller koreograf Kasper Ravnhøj skarpt på mennesket i fællesskabet med fokus på hvor langt vi går, når en absolut sandhed har sat sig som et konstant ekko for vores verden.",Aktuel kunst
962,2014,Herredsvang Familielejr 2014,31.500 kr.,,Unge på kanten
963,2014,Projekt Familiestuen,192.000 kr.,"Bikubenfonden støtter Projekt Familiestuen.
Udviklingsprojektet retter sig mod overgangen mellem børnehaven og skolen. Denne overgang er problematisk for særligt børn fra svagt stillede familier, som har vanskeligt ved at møde forventninger og krav fra deres børns institutioner og i overgangene mellem disse.",Unge på kanten
964,2014,MARTYRIET,125.000 kr.,"Bikubenfonden støtter forestillingen 'Martyriet' - en opera om mennesket og myten Kaj Munk.
Støtten går til produktionen og seks opførelser af 'Martyriet' - en opera om mennesket og myten Kaj Munk. Komponist John Frandsen, tekst Vilhelm Topsøe. Operaen tænkes opført i et kirkerum og vil efter de første seks opførelser tilbydes som turné til landets kirker",Aktuel kunst
965,2014,Turister,41.100 kr.,"Bikubenfonden støtter forestillingen 'Turister' af Magnus Dahlström.
Forestillingen har danmarkspremiere i februar 2015 på Teater Får302 og drager herefter på danmarksturné.",Aktuel kunst
