,Year,Reciever,Grant size (DKK),Description,Receiver Name,Receiver Proffession,Project Category
2523,2011,Aarhus University Hospital,80.000 DKK,Devoloping new Bone Graft Replacement Implants using Human Embryonic Stem Cells,Cody Eric Bünger,,
2524,2011,Rigshospitalet,578.228 DKK,Cardiac manifestations in myotonic dystrophy type 1,Lars Køber,PROFESSOR,
2525,2011,Mental Health services in the Capital Region of Denmark,746.721 DKK,Fuldtidsstilling som post doc forsker på studier af neurokognitive sårbarhedsfaktorer for depress...,Kamilla Miskowiak,PROFESSOR MSO,
2526,2011,University of Copenhagen,700.000 DKK,Role of neuronal CD200/OX2 in axon growth and neuronal survival,Stanislava Pankratova,RESEARCHER,
2527,2011,Technical University of Denmark,1.383.335 DKK,A Build/Couple/Pair Strategy for the Systematic Synthesis of Biologically Active Small Molecules,Sebastian Thordal Le Quement,,
2528,2011,University of Southern Denmark,120.000 DKK,"Effect of small molecules on differentiation, functional capacity and survival of midbrain dopami...",Morten Meyer,ASSOCIATE PROFESSOR,
2529,2011,Aarhus University,1.000.000 DKK,Neuronal pathophysiology in the rat chronic mild stress model of depression,Kimmo Jensen,PHYSICIAN,
2530,2011,Rigshospitalet,1.000.000 DKK,Dopamine therapy in sick preterm infants: Are we doctoring the blood pressure at the expense of a...,Gorm Greisen,PROFESSOR,
2531,2011,Aarhus University,450.000 DKK,SorLA og sortilins betydning for trafikering og regulering af LpL i hjernen,Morten Nielsen,PROFESSOR,
2532,2011,University of Southern Denmark,2.685.000 DKK,Cell sorting for studies in molecular medicine (IMM-SORT),Trevor Owens,PROFESSOR,
2533,2011,University of Copenhagen,2.100.000 DKK,Undersøgelse af CXXC4 og CXXC5 proteinernes rolle i fosterudvikling og kræft,Paul Andreas Compare Cloos,,
2534,2011,University of Copenhagen,200.000 DKK,Brain bioenergetics: Ca2+ & CO2-driven cAMP signaling in mitochondria as a novel regulator of cel...,Lasse Kristoffer Bak,ASSOCIATE PROFESSOR,
2535,2011,Rigshospitalet,120.000 DKK,Resultater fra det danske epilepsikirurgi program 1993-2010,Lars Hageman Pinborg,CLINICAL ASSOCIATE RESEARCH PROFESSOR,
2536,2011,University of Copenhagen,1.000.000 DKK,Defining the contraction pathway in muscle,Erik A. Richter,PROFESSOR,
2537,2011,Bispebjerg & Frederiksberg Hospital,1.000.000 DKK,"Tendon collagen control by insulin-like growth factor I (IGF-I):_x000D_ Insight from human ageing, GH/I...",Michael Kjær,PROFESSOR,
2538,2011,University of Southern Denmark,120.000 DKK,Cytokine effects on microRNAs regulating human &#946;-amyloid precursor protein cleaving enzyme B...,Bente Finsen,PROFESSOR,
2539,2011,University of Southern Denmark,1.500.000 DKK,Transcriptional networks determining lineage commitment during mesenchymal stem cell differentiation,Susanne Mandrup,PROFESSOR,
2540,2011,Stanford University,1.164.190 DKK,Cardiomyopathy mutations in the reconstituted cardiac contractile complex studied with novel sing...,Kim Mortensen,,
2541,2011,Aarhus University Hospital,1.500.000 DKK,D374Y-PCSK9 transgenic Yucatan minipigs – towards a human-sized animal model of atherosclerosis f...,Jacob Fog Bentzon,ASSOCIATE PROFESSOR,
2542,2011,Rigshospitalet,1.500.000 DKK,Serotonin and affective cognition,Steen Gregers Hasselbalch,CLINICAL PROFESSOR,
2543,2011,University of Copenhagen,1.000.000 DKK,RhoA function in cancer associated fibroblasts,Cord Brakebusch,PROFESSOR,
2544,2011,University of Copenhagen,2.500.000 DKK,Active nanoparticles for localized heating in model systems and treatment of cancer cells,Lene Broeng Oddershede,PROFESSOR,
2545,2011,Herlev & Gentofte Hospital,120.000 DKK,Protocadherin-1 a potential novel asthma susceptibility gene in children,Hans Bisgaard,PROFESSOR,
2546,2011,Rigshospitalet,447.600 DKK,Ændringer i koagulationssystemet ved traumatisk hjerneskade og kritisk blødning,Pär Ingemar Johansson,PROFESSOR,
2547,2011,University of Victoria,1.000.000 DKK,Stress and depression: Consequences of prenatal stress on synaptic transmission in stress-mediati...,Helle Mark Sickmann,,
2548,2011,University of Copenhagen,1.600.000 DKK,In vivo electrophysiology and anatomical investigations in adult transgenic mice.,Claire Meehan,ASSOCIATE PROFESSOR,
2549,2011,Rigshospitalet,2.000.000 DKK,Does the altered expression of axonal ion channels cause nerve dysfunction and degeneration in de...,Christian Krarup,CLINICAL PROFESSOR,
2550,2011,Aarhus University Hospital,411.450 DKK,"Intervertebral disc tissue engineering by biomimetic composite nanofiber in vitro, and feasible/e...",Cody Eric Bünger,PROFESSOR,
2551,2011,University of Copenhagen,500.000 DKK,Peptide mediated bacterial drug delivery. A mechanistic study of uptake and resistance.Towards no...,Peter Eigil Nielsen,PROFESSOR,
2552,2011,Aarhus University Hospital,80.000 DKK,Devoloping new Bone Graft Replacement Implants using Human Embryonic Stem Cells,Cody Eric Bünger,NA,
2553,2011,Aarhus University,1.314.915 DKK,Characterisation of context dependent microRNA regulation,Thomas Birkballe Hansen,ASSISTANT PROFESSOR,
2554,2011,Amager & Hvidovre Hospital,120.000 DKK,Vertikal transmission af hepatitis B virus_x000D_ ved graviditet og fødsel i Danmark_x000D_,Nina Weis,CHIEF PHYSICIAN,
2555,2011,University of Copenhagen,120.000 DKK,Adenovirus baseret vaccination mod intracellulær bakteriel infektion,Allan Randrup Thomsen,PROFESSOR,
2556,2011,Aarhus University,1.100.000 DKK,Mekanismen for fosfolipidflippasen ATP8A2 studeret ved site-directed mutagenese,Jens Peter Andersen,PROFESSOR,
2557,2011,Herlev & Gentofte Hospital,3.000.000 DKK,Sequencing of the human microbiome in pregnant women and new-borns in two birth cohorts and analy...,Hans Bisgaard,PROFESSOR,
2558,2011,Aarhus University Hospital,1.347.000 DKK,"Ketometabolites to maintain protein and muscle mass during acute illness in humans – leucine, hyd...",Niels Møller,PROFESSOR,
2559,2011,University of Copenhagen,1.530.638 DKK,Kvanterepeatere og atomare ensembler,Anders Søndberg Sørensen,,
2560,2011,University of Copenhagen,1.487.275 DKK,Using optogenetics to link parvalbumin interneuron dysfunction to abnormal gamma oscillations in ...,Celia Kjærby,ASSISTANT PROFESSOR,
2561,2011,University of Copenhagen,500.000 DKK,Customized 2nd generation sequencing for unravelling variable antigen expression and molecular ev...,Thomas Lavstsen,ASSOCIATE PROFESSOR,
2562,2011,University of Copenhagen,600.000 DKK,Astrocytes in aging brain exhibit altered glutamate homeostasis: _x000D_ _x000D_ Implications for age related...,Malin Helena Stridh,POSTDOC,
2563,2011,University of Copenhagen,749.000 DKK,Autoantibodies to abnormal glycoproteins as an early warning system for cancer - Novel diagnosti...,Hans Heugh Wandall,PROFESSOR,
2564,2011,Rigshospitalet,2.000.000 DKK,Investigation of pain relief associated to the GCH1 gene,Lisbeth Birk Møller,SENIOR RESEARCHER,
2565,2011,University of Copenhagen,1.700.435 DKK,Radiation Damage of Biomolecules,Stephan P. A. Sauer,PROFESSOR MSO,
2566,2011,Rigshospitalet,609.875 DKK,Identifikation af en mulig ny receptor for pituitary adenylate cyclase activating peptide-38 (PAC...,Inger Jansen-Olesen,SENIOR RESEARCHER,
2567,2011,Dansk Naturvidenskabsformidling,75.000 DKK,Produktion af materiale til skabelse af synlighed for projekt Science-kommuner,Mikkel Bohm,CEO,SEC - Science Education & Communication
2568,2011,"Ungdommens Naturvidenskabelig Forening, UNF",130.000 DKK,UNF Biotech Camp 2011,René Tronsgaard Rasmussen,,SEC - Science Education & Communication
2569,2011,Danish Broadcasting Corporation,1.300.000 DKK,”NØRD-AKADEMIET”_x000D_ Med NØRDerne i fysiklokalet_x000D_,Helle Trolle-Christensen,PROJECT MANAGER,SEC - Science Education & Communication
2570,2011,Foreningen af Danske Biologer,50.000 DKK,Biologiolympiade,Kirsten Wøldike,ASSOCIATE PROFESSOR,SEC - Science Education & Communication
2571,2011,Aarhus University,182.834 DKK,Eksterne partnere i naturfagsundervisningen/External partners in science education.,Anders Vestergaard Thomsen,,SEC - Science Education & Communication
2572,2011,Aarhus University,3.179.000 DKK,Qualifying In-service Education of Science Teachers (QUEST),Michael E. Caspersen,CEO,SEC - Science Education & Communication
2573,2011,Professionshøjskolen UCC,4.000.000 DKK,Advanced Science Teacher Education (ASTE),Ole Goldbech,,SEC - Science Education & Communication
2574,2011,Nature & Science,800.000 DKK,Willerslev Ekspeditionen,Anders Drud Jordan,PROJECT MANAGER,SEC - Science Education & Communication
2575,2011,Foreningen af Danske Biologer,50.000 DKK,Biologiolympiade,Kirsten Wøldike,ASSOCIATE PROFESSOR,SEC - Science Education & Communication
2576,2011,Aarhus University,182.834 DKK,Eksterne partnere i naturfagsundervisningen/External partners in science education.,Anders Vestergaard Thomsen,,SEC - Science Education & Communication
2577,2011,Aarhus University,3.179.000 DKK,Qualifying In-service Education of Science Teachers (QUEST),Michael E. Caspersen,CEO,SEC - Science Education & Communication
2578,2011,Aarhus University,121.100.000 DKK,The Lundbeck Foundation Initiative for Integrative Psychiatric Research iPSYCH I,Anders D. Børglum,PROFESSOR,Strategic Project
2579,2011,NA,1.668.291 DKK,Total amount granted for 99 scientific travel grants for up to 50.000 DKK each,,,Travel Stipends
2580,2011,Rigshospitalet,562.500 DKK,"Professor Thomas Beyer, PhD",Liselotte Højgaard,PROFESSOR,Visiting Professorships
2581,2011,University of Copenhagen,400.000 DKK,Dr Colin Gordon,Rasmus Hartmann-Petersen,PROFESSOR,Visiting Professorships
2582,2011,University of Copenhagen,115.300 DKK,"Professor Donald J. Marsh, M.D., Ph.D.",Niels-Henrik Holstein-Rathlou,HEAD OF DEPARTMENT,Visiting Professorships
2583,2011,University of Copenhagen,329.630 DKK,Dr. Linda Hildegard Bergersen,Lene Juel Rasmussen,PROFESSOR,Visiting Professorships
2584,2011,University of Copenhagen,503.460 DKK,"Georgi Gegelashvili, PhD, Professor",Ole Jannik Bjerrum,PROFESSOR,Visiting Professorships
2585,2011,Amager & Hvidovre Hospital,600.000 DKK,"Henrik Malchau, MD, ph.d., dr.sci.",Steffen Jacobsen,,Visiting Professorships
2586,2011,Aarhus University Hospital,110.400 DKK,"Joan E. Bechtold, Professor, Associate Professor and Director, PhD",Kjeld Søballe,PROFESSOR,Visiting Professorships
2587,2010,University of Copenhagen,10.000.000 DKK,Dynamic Combinatorial Chemistry - Supramolecular Chemistry in Water,Michael Pittelkow,ASSOCIATE PROFESSOR,Fellowship
2588,2010,The Scripps Research Institute,10.000.000 DKK,Gene Regulation with Small Molecule Epigenetic Modulators.,Christian Adam Olsen,PROFESSOR,Fellowship
2589,2010,University of Copenhagen,10.000.000 DKK,The Earliest Phases of Circumstellar Disks,Jes Kristian Jørgensen,ASSOCIATE PROFESSOR,Fellowship
2590,2010,University of Southern Denmark,10.000.000 DKK,In-depth investigation of the processes underlying human embryonic stem cells maintenance and dif...,Blagoy Blagoev,PROFESSOR,Fellowship
2591,2010,University of Copenhagen,10.000.000 DKK,Pathogen Paleogenomics - Looking through a window into the genetic history of pathogens to better...,Marcus Thomas Pius Gilbert,PROFESSOR,Fellowship
2592,2010,Aarhus University,100.000 DKK,Lotte Holmegaard,Lotte Holmegaard,PHD,Talent Prize
2593,2010,Aarhus University,100.000 DKK,Tomasz K. Wojdacz,Tomasz K. Wojdacz,PHD,Talent Prize
2594,2010,Aarhus University,100.000 DKK,Søren Dinesen Østergaard,Søren Dinesen Østergaard,PHD STUDENT,Talent Prize
2595,2010,University of Copenhagen,300.000 DKK,Lars Juhl Jensen,Lars Juhl Jensen,PROFESSOR,Young Investigator Prize
2596,2010,Amager & Hvidovre Hospital,25.000.000 DKK,"Mapping, Modulation & Modeling the Control of Actions (ContrAct)",Hartwig Siebner,DIRECTOR OF CENTRE,Grants of Excellence
2597,2010,Amager & Hvidovre Hospital,25.000.000 DKK,"Mapping, Modulation & Modeling the Control of Actions (ContrAct)",Hartwig Siebner,DIRECTOR OF CENTRE,Grants of Excellence
2598,2010,Rigshospitalet,25.000.000 DKK,Targeting cerebrovascular signal transduction in stroke treatment På dansk: Indsigt i molekylære...,Lars Edvinsson,PROFESSOR,Grants of Excellence
2599,2010,Aarhus University,10.000.000 DKK,The Lundbeck Foundation Centre for Membrane- receptors in Neuronal Disease MIND,Anders Nykjær,PROFESSOR,Center of Excellence
2600,2010,Harvard University,6.000.000 DKK,Indlejring - en femtedel af oprindelig bevilling,Jes Olesen,CHIEF PHYSICIAN,Center of Excellence
2601,2010,Harvard University,6.000.000 DKK,Indlejring - en femtedel af oprindelig bevilling,Jes Olesen,CHIEF PHYSICIAN,Center of Excellence
2602,2010,Rigshospitalet,8.000.000 DKK,Lundbeck foundation Centre for Integrated Molecular Brain Imaging CIMBI,Gitte Moos Knudsen,PROFESSOR,Center of Excellence
2603,2010,Danish Broadcasting Corporation,390.000 DKK,Danskernes Akademi,Helle Trolle-Christensen,PROJECT MANAGER,Other Grants
2604,2010,Carlsbergfondet,300.000 DKK,Hans Edvard Nørregaard-Nielsen: Formidlingsprojekt omkring Limfjordesegnen,Carlsbergfondet,,Other Grants
2605,2010,Soldaterlegatet,3.000.000 DKK,Danske Hjemvendte Soldater,Peter Højland,,Other Grants
2606,2010,"Universitetshospitalernes Center for Sundhedsfaglig Forskning, UCSF",2.000.000 DKK,Pulje til sundhedsfaglig forskning,Margit Asser,,Other Grants
2607,2010,MRC Laboratory of Molecular Biology,490.000 DKK,Unravelling the physiological functions of caveolae – Focus on the cavins,Carsten Gram Hansen,,
2608,2010,Aarhus University,982.720 DKK,Coherent rotational state manipulation of molecular ions using fs-laser pulse-trains,Michael Rohr Drewsen,,
2609,2010,University of Southern Denmark,1.561.528 DKK,Characterisation of the schizophrenia susceptibility gene ZNF804A,Eirikur Benedikz,ASSOCIATE PROFESSOR,
2610,2010,Aarhus University Hospital,1.000.000 DKK,Udnyttelse af kroppens naturlige værn mod iltmangel til forbedring af resultaterne ved nyretransp...,Bente Jespersen,CLINICAL PROFESSOR,
2611,2010,Rigshospitalet,1.000.000 DKK,"Human in vivo cerebral energy metabolism, efficacy and underlying mechanism of the ketogenic diet...",Gerrit van Hall,PROFESSOR,
2612,2010,University of Copenhagen,680.000 DKK,The Na+/K+/2Cl- cotransporter – the culprit in glial cell swelling?,Nanna MacAulay,PROFESSOR,
2613,2010,Rigshospitalet,1.230.766 DKK,Opposing roles of Matrix Metalloproteinase-1 in Cancer and Spontaneous Metastasis,Anna Juncker-Jensen,,
2614,2010,University of Copenhagen,486.184 DKK,Genetisk variabilitet ved von Hippel-Lindaus sygdom (vHL),Marie Luise Bisgaard,,
2615,2010,Aarhus University,500.000 DKK,Structure-Function Studies of Viral RNA Replication,Charlotte Rohde Knudsen,ASSOCIATE PROFESSOR,
2616,2010,Aarhus University,1.500.000 DKK,Description and evaluation of sleep patterns in children with Attention Deficit / Hyperactive Dis...,Per Hove Thomsen,CHIEF PHYSICIAN,
2617,2010,University of Copenhagen,1.000.000 DKK,Proteome-wide profiling of in vivo substrates of mammalian sirtuins,Chunaram Choudhary,PROFESSOR,
2618,2010,University of Copenhagen,1.320.528 DKK,Physiological and molecular biological investigations of the non-visual optic system of the mouse.,Morten Møller,PROFESSOR,
2619,2010,University of Southern Denmark,1.561.528 DKK,Characterisation of the schizophrenia susceptibility gene ZNF804A,Eirikur Benedikz,ASSOCIATE PROFESSOR,
2620,2010,Aarhus University,1.500.000 DKK,Molekylers respons på UV bestråling,Lars Henrik Andersen,,
2621,2010,Aarhus University,1.115.000 DKK,Structural studies of the Nic96 complex - an essential component of the nuclear pore complex,Kasper Røjkjær Andersen,ASSISTANT PROFESSOR,
2622,2010,Rigshospitalet,1.000.000 DKK,Genetic determinants of age-related diseases and longevity in the general population,Anne Tybjærg-Hansen,CHIEF PHYSICIAN,
2623,2010,Aarhus University,2.500.000 DKK,"Mutationer i Na,K-pumpen: Det patofysiologiske grundlag for rapid-onset dystonia parkinsonism, mi...",Bente Vilsen,PROFESSOR,
2624,2010,Mental Health services in the Capital Region of Denmark,1.500.000 DKK,Randomiseret klinisk forsøg vedrørende effekten Dialektisk Adfærdsterapi på selvskadende adfærd h...,Merete Nordentoft,PROFESSOR,
2625,2010,Aarhus University Hospital,2.000.000 DKK,A Clinical Measure of Social Interaction,Chris Frith,,
2626,2010,University of Copenhagen,375.000 DKK,Immunity and cellular pathways for 9mer peptides restricted by both class I and II major histocom...,Mogens Helweg Claesson,,
2627,2010,University of Copenhagen,528.666 DKK,Chiral and polycontinuous mesostructures from multicomponent star molecules,Jacob Kirkensgaard,ASSOCIATE PROFESSOR,
2628,2010,Regionshospitalet Holstebro,563.000 DKK,Funktionen af de epitheliale natriumkanaler og natriumkloridcotransporteren i nyrerne ved kronisk...,Erling Bjerregaard Pedersen,CLINICAL PROFESSOR,
2629,2010,Aarhus University,2.000.000 DKK,Structural basis for activation of the complement system,Gregers Rom Andersen,PROFESSOR,
2630,2010,University of Copenhagen,5.000.000 DKK,Genetics in cognitive comorbidity (COCO),Niels Tommerup,PROFESSOR,
2631,2010,Aarhus University,282.200 DKK,Vibrational Spectroscopy of Ions In Vacuo,Annette Svendsen,,
2632,2010,Herlev & Gentofte Hospital,500.000 DKK,Kvantificering af TNF-hæmmer og antistoffer mod TNF-hæmmer til optimering af biologisk behandling...,Mark Ainsworth,,
2633,2010,University of Southern Denmark,3.000.000 DKK,Characterising the regulatory circuitry of sphingolipid metabolism using a novel proteolipidomics...,Christer Stenby Ejsing,ASSOCIATE PROFESSOR,
2634,2010,Aarhus University Hospital,866.800 DKK,UNDERSØGELSE AF LIPOLYSEN I HUMANT MUSKEL- OG FEDTVÆV,Sten Lund,CHIEF PHYSICIAN,
2635,2010,University of Copenhagen,1.600.000 DKK,"Structural analyses of the binding sites in the serotonin transporter, a member of the neurotrans...",Claus Juul Løland,PROFESSOR,
2636,2010,University of Copenhagen,644.000 DKK,Fragment based design and synthesis of allosteric modulators targeting nicotinic acetylcholine re...,Bente Frølund,PROFESSOR MSO,
2637,2010,Aarhus University Hospital,800.000 DKK,Signaltransduction and gene expression in psoriasis: Identification of novel treatment targets,Lars Iversen,,
2638,2010,Aarhus University,1.500.000 DKK,HYDROGEL CARRIERS AND PHYSICAL TOOL OF ROUTING AS A NOVEL APPROACH FOR TARGETED DRUG DELIVERY,Alexander Zelikin,ASSOCIATE PROFESSOR,
2639,2010,Bispebjerg & Frederiksberg Hospital,605.000 DKK,The role of Wfs1 (Wolframin) in feeding behaviour and circadian timing,Jens Hannibal,CHIEF PHYSICIAN,
2640,2010,Aarhus University,1.000.000 DKK,Learning from Nature: The molecular basis for binding of the anti-addiction drug ibogaine to the ...,Birgit Schiøtt,PROFESSOR,
2641,2010,University of Copenhagen,1.580.000 DKK,Molecular genetic dissection of chromosomal fragile sites,Michael Lisby,PROFESSOR,
2642,2010,Rigshospitalet,1.000.000 DKK,Intrinsic and external factors regulating germ cell growth and differentiation: Implications for ...,Ewa Rajpert-De Meyts,SENIOR RESEARCHER,
2643,2010,University of Southern Denmark,400.000 DKK,Microglia and astrocytes in integrated glial response,Trevor Owens,PROFESSOR,
2644,2010,Memorial Sloan-Kettering Cancer Center,1.047.000 DKK,Betydningen af mikroRNA for udvikling af hjernekræft (gliomer),Joachim Silber,,
2645,2010,Danish Cancer Society,450.000 DKK,The function and regulation of cathepsin B in Alzheimer’s disease and cancer,Tuula Kallunki,AFFILIATE PROFESSOR,
2646,2010,Aarhus University,1.301.041 DKK,From single molecule studies to functional nucleic acids structures,Victoria Birkedal,ASSOCIATE PROFESSOR,
2647,2010,University of Copenhagen,1.186.635 DKK,Indkøb af IVIS Lumina II platform til non-invasiv billiedanalyse af musemodeller for kræft og and...,Anders Henrik Lund,PROFESSOR,
2648,2010,Statens Serum Institut,500.000 DKK,Er bakterier årsag til astma hos børn? Are bacteria the cause of asthma in early childhood?,Karen Angeliki Krogfelt,PROFESSOR,
2649,2010,Aarhus University,1.123.955 DKK,"The Design, Development and Application of Carbon Monoxide Releasing Molecules",Troels Skrydstrup,PROFESSOR,
2650,2010,Aarhus University,1.123.955 DKK,"The Design, Development and Application of Carbon Monoxide Releasing Molecules",Troels Skrydstrup,PROFESSOR,
2651,2010,University of Copenhagen,1.083.450 DKK,New aspects of neurotrophic signaling: interplay between different GDNF receptors,Janne Nielsen,,
2652,2010,Technical University of Denmark,533.728 DKK,Determination of initial selection criteria and the progression of genetic diversity for human an...,Thomas Salhøj Rask,,
2653,2010,Aarhus University,1.000.000 DKK,Receptor mediated endocytosis: regulation of megalin by the renoprotective transcription factor P...,Rikke Nielsen,ASSOCIATE PROFESSOR,
2654,2010,University of Copenhagen,560.000 DKK,The role of CXCR4/SDF-1 system in androgen-independent prostate cancer growth and metastasis,Karina Kiilerich Hansen,POSTDOC,
2655,2010,Aarhus University,600.000 DKK,Regulation of complement-mediated inflammation,Jens Christian Jensenius,PROFESSOR,
2656,2010,Aarhus University,1.500.000 DKK,Receptors for uptake of hemoglobin in humans and sleeping sickness parasites,Søren Moestrup,PROFESSOR,
2657,2010,Harvard University,1.897.917 DKK,Is decreased serotonin2A receptor binding an endophenotypic marker for schizophrenia: A twin study,Hans Rasmussen,,
2658,2010,University of Southern Denmark,159.350 DKK,The Odense Pharmacogenomic Screening Project,Rasmus Steen Pedersen,,
2659,2010,Aarhus University,1.000.000 DKK,Controlling the electronic properties of graphene by hydrogen functionalization,Liv Hornekær,ASSOCIATE PROFESSOR,
2660,2010,Odense University Hospital,981.302 DKK,Har epikardielle celler stamcellepotentiale til at regenerere hjertet efter infarkt?,Ditte Caroline Andersen,GROUP LEADER,
2661,2010,University of Copenhagen,250.000 DKK,Cellular Basis of Calcium Transport in Pancreatic Ducts,Ivana Novak,PROFESSOR,
2662,2010,Aarhus University,424.000 DKK,Autoimmunity and psychiatric disorders,Preben Bo Mortensen,PROFESSOR,
2663,2010,Rigshospitalet,120.000 DKK,HIV-infektion - En tilstand med accelereret aldring?,Susanne Dam Poulsen,CHIEF PHYSICIAN,
2664,2010,University of Copenhagen,2.595.700 DKK,Imaging cellular and molecular interactions in progressing autoimmune inflammation in EAE models ...,Dan Holmberg,,
2665,2010,Aarhus University,1.429.819 DKK,"Characterization of the Biogenesis and Function of PROMPTs, a Novel Class of Ubiquitous Human Non...",Pascal Johannes Preker,,
2666,2010,University of Copenhagen,1.559.572 DKK,Rational design of dendrimer-based nanoantibiotics.,Jørn Bolstad Christensen,ASSOCIATE PROFESSOR,
2667,2010,Bispebjerg & Frederiksberg Hospital,120.000 DKK,"Hjernens autoregulation samt systemisk og cerebralt oxidativt stress, inflammation og koagulation...",Kirsten Møller,CLINICAL PROFESSOR,
2668,2010,Herlev & Gentofte Hospital,1.000.000 DKK,Exploring the Hygiene Hypothesis in Two Prospective Birth Cohort Studies,Hans Bisgaard,PROFESSOR,
2669,2010,Amager & Hvidovre Hospital,1.000.000 DKK,Hjernens udvikling hos børn relateret til stress-markører - effekten af behandling med glukokorti...,Olaf B. Paulson,PROFESSOR,
2670,2010,University of Copenhagen,435.834 DKK,Intra-ø kommunikation; hvem og hvordan?,Jens Juul Holst,VICE HEAD OF DEPARTMENT,
2671,2010,University of Copenhagen,500.000 DKK,Function and regulation of the EGF receptor as determined by different ligands,Bo van Deurs,,
2672,2010,Statens Serum Institut,400.000 DKK,Human mitochondrial DNA mutations and oxidative phosphorylation defects in cardiomyopathies.,Michael Christiansen,,
2673,2010,Aarhus University,1.274.556 DKK,Structural studies of large protein complexes involved in transcription and mRNA export in yeast,Ditlev Egeskov Brodersen,ASSOCIATE PROFESSOR,
2674,2010,Rigshospitalet,120.000 DKK,HIV-infektion - En tilstand med accelereret aldring?,Susanne Dam Poulsen,CHIEF PHYSICIAN,
2675,2010,Aarhus University Hospital,280.500 DKK,Intrakraniel blødning i en organdonor model,Else Tønnesen,PROFESSOR,
2676,2010,University of Southern Denmark,1.015.000 DKK,Microglial tumor necrosis factor signalling: significance for ischemic brain damage,Kate Lykke Lambertsen,PROFESSOR MSO,
2677,2010,Aarhus University,1.720.758 DKK,Characterization of AQP11 molecular and physiological functions using AQP11-knock-out mice,Aleksandra Maria Rojek,,
2678,2010,Technical University of Denmark,1.200.000 DKK,Atomar dynamik i strømførende molekylære kontakter,Mads Brandbyge,,
2679,2010,University of Copenhagen,1.000.000 DKK,"5- Hydroxymethyl cytosine (5hmC): Location, Function and Regulation in Mammalian Development and ...",Asli Silahtaroglu,ASSOCIATE PROFESSOR,
2680,2010,Harvard University,2.350.000 DKK,Genetics of migraine with aura and migraine without aura,Jes Olesen,CHIEF PHYSICIAN,
2681,2010,University of Copenhagen,2.000.000 DKK,New signalling pathways in T cell activation,Carsten Geisler,PROFESSOR,
2682,2010,University of Copenhagen,2.000.000 DKK,Tailor-made artificial enzymes,Mikael Bols,PROFESSOR,
2683,2010,University of Copenhagen,435.834 DKK,Intra-ø kommunikation; hvem og hvordan?,Jens Juul Holst,VICE HEAD OF DEPARTMENT,
2684,2010,Bispebjerg & Frederiksberg Hospital,290.000 DKK,Gennemførelse og publikation af akademisk lægemiddelforskning,Kim Peder Dalhoff,,
2685,2010,Aarhus University,1.140.000 DKK,The Vps10p-domain receptor Sortilin in trafficking and processing of Amyloid Precursor Protein: I...,Camilla Gustafsen,ASSISTANT PROFESSOR,
2686,2010,Statens Serum Institut,25.000.000 DKK,Avanceret fryseudstyr til Den Nationale Biobank,Nils Strandberg Pedersen,CEO,
2687,2010,Rigshospitalet,1.200.000 DKK,"Præeklampsi og præterm fødsel hos asymptomatiske gravide. Kan kvantificering af frit føtalt DNA, ...",Ann Tabor,PROFESSOR,
2688,2010,Rigshospitalet,1.000.000 DKK,Predictors of recurrent depression and transition into bipolar disorder among patients with a sin...,Lars Vedel Kessing,PROFESSOR,
2689,2010,University of Copenhagen,3.600.000 DKK,"NOVEL LIGANDS OF THE NEURAL CELL ADHESION MOLECULE: IMPLICATIONS FOR NEUROPROTECTION, LEARNING AN...",Vladimir Berezin,PROFESSOR,
2690,2010,University of Southern Denmark,700.000 DKK,Characterization of factors essential for the formation and resorption of primary cilia with the ...,Jens Skorstengaard Andersen,,
2691,2010,University of Copenhagen,700.000 DKK,Novel mechanisms of ammonia transport in Rhesus proteins.,Thomas Zeuthen,,
2692,2010,University of Copenhagen,300.000 DKK,The role of mesenchymal cells in epithelial differentiation and carcinogenesis,Sally Anne Malene Dabelsteen,ASSOCIATE PROFESSOR,
2693,2010,University of Copenhagen,398.234 DKK,Discovery and characterization of gene isoforms specific for disease cells,Albin Sandelin,PROFESSOR,
2694,2010,Aarhus University,1.000.000 DKK,"Ca2+-transporting ATPases, their Structure, Mechanism, and Role for Cell Function in Normal and P...",Jesper Vuust Møller,PROFESSOR,
2695,2010,University of Copenhagen,1.000.000 DKK,Primary cilia in stem cells and heart development,Søren Tvorup Christensen,PROFESSOR,
2696,2010,Rigshospitalet,600.000 DKK,Experimental monoclonal antibody-based therapy directed against the functions of urokinase plasmi...,Ida Katrine Lund,,
2697,2010,University of Southern Denmark,630.000 DKK,Plasmonics Nanostructures for surface enhanced Raman imaging,Sergey Bozhevolnyi,,
2698,2010,Aarhus University,600.000 DKK,Role of Regulatory T cells in Parkinson’s Disease,Marina Romero-Ramos,ASSOCIATE PROFESSOR,
2699,2010,University of Copenhagen,500.000 DKK,Renale hæmodynamiske mekanismer ved udviklingen af hypertension,Niels-Henrik Holstein-Rathlou,HEAD OF DEPARTMENT,
2700,2010,Aarhus University,476.804 DKK,Microfluidic-based Circulatory System Model to Study Red Blood Cell Mimics,Brigitte Stadler,ASSOCIATE PROFESSOR,
2701,2010,NA,135.000 DKK,Optimising visual communication of three-dimensional molecular structures,Rikke Schmidt Kjærgaard,CEO,
2702,2010,University of Southern Denmark,933.500 DKK,Microglial Cell Senescence in Alzheimer-Like Pathology in Mice,Bente Finsen,PROFESSOR,
