"Country","Description","Foundation_name","Grant_size_(DKK)","Institution","Project_Category","Project_Subcategory","Receiver","Receiver_Name","Receiver_Profession","Receiver_Title","Region","Title","Unnamed: 0","Unnamed: 1","Year","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"","Glucose and lipid homeostasis-metabolic control realted to nuclear receptors","NOVO",250000,"","","","Faculty of Medicine, Department of Nutrition, Oslo Universitet","Hilde Irene Nebb","Professor, Vice Dean of research","","","",25036,25353,2013,611,"1","2024-10-30T12:12:13.834604Z",25037,69.624,"Research and Science","2024-10-30T12:12:13.834651Z"
"","Molekylære mekanismer bag insulinresistens og mitokondriel dysfunktion i muskelvæv ved fedme og T2D. En rolle for autofagi og og ufoldet protein response (UPR).","NOVO",350000,"","","","Odense Universitetshospital","Kurt Højlund","Overlæge, klinisk lektor","","","",25080,25399,2013,1830,"1","2024-11-01T16:16:17.766985Z",25081,2.44,"Research and Science","2024-11-01T16:16:17.767023Z"
"","Sven Dalsgaard 100 år","NOVO",68000,"","","","Randers Kunstmuseum","Lise Jeppesen","Museumsinspektør, mag. art.","","","",25094,25414,2013,831,"1","2024-10-30T14:16:44.459555Z",25095,9.774,"Culture","2024-10-30T14:16:44.459583Z"
"","Physiological roles of miR-21 and miR-29a for beta-cell function and replication in the neonate and in the adult","NOVO",200000,"","","","Department of Science, Systems and Models, Andet","Louise Torp Dalgaard","Associate professor in Medicinal Biology","","","",25095,25415,2013,1640,"1","2024-11-01T12:41:38.156841Z",25096,3.066,"Research and Science","2024-11-01T12:41:38.156867Z"
"","Rediscovery of the etiology of Type I Diabetes in humans.","NOVO",250000,"","","","Immunology, Genetics and Pathology, Uppsala Universitet","Olle Korsgren","Professor","","","",25131,25452,2013,1166,"1","2024-10-31T09:38:28.781339Z",25132,2.807,"Research and Science","2024-10-31T09:38:28.781366Z"
"","UNRAVELING THE HETEROGENEITY OF LEUKEMIC STEM CELL IN ACUTE MYELOID LEUKEMIA - FROM BASIC STUDIES TOWARDS CLINICAL TRANSLATION","NOVO",1100000,"","","","Aarhus Universitetshospital","PETER HOKLAND","Professor","","","",25140,25461,2013,679,"1","2024-10-30T12:35:00.713819Z",25141,2.892,"Research and Science","2024-10-30T12:35:00.713859Z"
"","The effect of visual deprivation on sleep, circadian rhythms and sleep-related plasticity","NOVO",800000,"","","","Københavns Universitet","Ron Kupers","professor","","","",25152,25473,2013,1406,"1","2024-10-31T13:54:10.686791Z",25153,2.948,"Research and Science","2024-10-31T13:54:10.686840Z"
"","Postprandiel VLDL-triglycerid metabolisme","NOVO",850000,"","","","Aarhus Universitetshospital","Søren Nielsen","Ass. Professor","","","",25162,25484,2013,1493,"1","2024-11-01T10:34:16.035585Z",25163,2.103,"Research and Science","2024-11-01T10:34:16.035916Z"
"","Targeting common but complex carbohydrate on cancer cells using recombinant malaria proteins","NOVO",500000,"","","","Centre for Medical Parasitology, University of Copenhagen","Ali Salanti","Associate Professor","","","",25206,25528,2012,520,"1","2024-10-29T14:24:18.157457Z",25207,2.251,"Research and Science","2024-10-29T14:24:18.157483Z"
"","Plants for the future: bio-synthesis of high-value medicinal compounds using a moss as the production system","NOVO",2400000,"","","","Department of Plant Biology and Biotechnology, University of Copenhagen","Bjoern Hamberger","Associate Professor","","","",25225,25548,2012,1214,"1","2024-10-31T09:50:20.810068Z",25226,1.561,"Research and Science","2024-10-31T09:50:20.810107Z"
"","Den molekylære mekanisme i hjernens osmosensor","NOVO",600000,"","","","sektion for Celle og Udviklingsbiologi, Københavns Universitet","Else Kay Hoffmann","professor","","","",25243,25566,2012,432,"1","2024-10-29T13:18:37.538901Z",25244,2.829,"Research and Science","2024-10-29T13:18:37.538940Z"
"","Fibroblast activation in cancer metastasis","NOVO",11000000,"","","","BRIC","Janine Erler","Dr","","","",25273,25598,2012,930,"1","2024-10-30T15:00:34.726514Z",25274,2.336,"Research and Science","2024-10-30T15:00:34.726553Z"
"","SERCA regulation og lipid bindingssite i flippasen ATP8A2 studeret ved mutagenese","NOVO",800000,"","","","Biomedicin (Fysiologi), Aarhus Universitet","Jens Peter Andersen","professor","","","",25277,25602,2012,2025,"1","2024-11-04T13:28:42.856523Z",25278,2.29,"Research and Science","2024-11-04T13:28:42.856564Z"
"","Telephone triage in Danish and Dutch out-of-hours care: a study on patient behaviour, safety, and effectiveness","NOVO",500000,"","","","Almen Medicin, Aarhus Universitet","Linda Huibers","Læge, PhD","","","",25324,25649,2012,369,"1","2024-10-29T11:13:48.521199Z",25325,682.511,"Research and Science","2024-10-29T11:13:48.521225Z"
"","Rejseaktivitet til udførelse af feltarbejde i forbindelse med post.doc: Kuratering som kulturelt fænomen: Biennalisering i international samtidskunst","NOVO",50000,"","","","Kunsthistorie, Københavns Universitet","Malene Vest Hansen","ph.d.","","","",25326,25651,2012,1408,"1","2024-10-31T13:54:29.744756Z",25327,11.358,"Culture","2024-10-31T13:54:29.744814Z"
"","Novel treatment strategy of type 2 diabetes","NOVO",370000,"","","","Dept of Molecular and Clinical Medicine, University of Gothenburg","Margit Mahlapuu","PhD, Assoc Prof (docent)","","","",25328,25653,2012,487,"1","2024-10-29T14:17:46.139107Z",25329,10.239,"Research and Science","2024-10-29T14:17:46.139145Z"
"","Regulation of metabolic and inflammatory profile in peripheral tissues","NOVO",300000,"","","","Dept of Molecular and Clinical Medicine/Diabetes, University of Gothenburg","Margit Mahlapuu","Assist. Prof.","","","",25329,25654,2012,894,"1","2024-10-30T14:41:33.067364Z",25330,2.377,"Research and Science","2024-10-30T14:41:33.067393Z"
"","Autophagy Pathways as Targets for Cancer Treatment","NOVO",2100000,"","","","Cell Death and Metabolism, Kræftens Bekæmpelse","Marja Jäättelä","Head of the Research","","","",25331,25656,2012,1611,"1","2024-11-01T12:27:38.597444Z",25332,0.96,"Research and Science","2024-11-01T12:27:38.597482Z"
"","Autologous Dual-Tissue Transplantation for osteochondral regeneration","NOVO",690000,"","","","Ortopædkirurgisk afdeling, Aarhus Universitetshospitall","Martin Lind","Sektorchef, Professor","","","",25336,25661,2012,1370,"1","2024-10-31T11:16:30.384915Z",25337,2.463,"Research and Science","2024-10-31T11:16:30.384954Z"
"","The impact of gonadotropin-related genetic polymorphisms on reproductive hormones and testis function","NOVO",300000,"","","","Growth and Reproduction, Rigshospitalet","Niels Jørgensen","MD, PhD","","","",25353,25679,2012,554,"1","2024-10-29T14:32:59.936825Z",25354,3.013,"Research and Science","2024-10-29T14:32:59.936865Z"
"","Foran-alterkors i Georgien: Byzans, kristendom og guldsmedearbejder fra ca. 1000 til 1500","NOVO",26000,"","","","Ikke relevant, Ikke relevant","Nora Andreasen","Freelance","","","",25358,25684,2012,1902,"1","2024-11-01T16:33:30.534315Z",25359,10.243,"Research and Science","2024-11-01T16:33:30.534355Z"
"","Engaging Spaces","NOVO",64000,"","","","Visuel Kultur og Performance, Roskilde Universitet","Olav Harsløf","professor","","","",25360,25686,2012,1974,"1","2024-11-04T11:25:35.985394Z",25361,2.206,"Social Purpose","2024-11-04T11:25:35.985430Z"
"","Role of smooth muscle microRNAs in the development of diabetic vascular disease.","NOVO",500000,"","","","Experimental Medical Sciences, Lund University","Sebastian Albinsson","Dr.","","","",25392,25718,2012,1587,"1","2024-11-01T12:25:12.694781Z",25393,2.279,"Research and Science","2024-11-01T12:25:12.694820Z"
"","Protein dynamics during insulin granule docking and priming","NOVO",300000,"","","","Medical Cell Biology, Uppsala University","Sebastian Barg","docent","","","",25393,25719,2012,285,"1","2024-10-28T14:48:28.171008Z",25394,4.142,"Research and Science","2024-10-28T14:48:28.171052Z"
"","GPR39 AGONISTS FOR THE TREATMENT OF OBESITY AND TYPE-2 DIABETES","NOVO",421500,"","","","Metabolic Receptology & Enteroendocrinology, Facuty of Health Sciences, University of Copenhagen","THOMAS M. FRIMURER","Associate Professor, Ph.D.","","","",25407,25733,2012,1251,"1","2024-10-31T10:15:53.326887Z",25408,1.048,"Research and Science","2024-10-31T10:15:53.326922Z"
"","FIBCD1's rolle ved regulering af allergi og tarminflammation","NOVO",500000,"","","","Kardiovaskulær og Renal Forskning, Syddansk Universitet Odense","Uffe Holmskov","Institutleder, professor","","","",25420,25746,2012,1707,"1","2024-11-01T14:33:02.699895Z",25421,4.753,"Research and Science","2024-11-01T14:33:02.699921Z"
"","Makrofag aktivering anvendt diagnostisk og prognostisk ved non-alkoholisk fedtleversygdom og cirrose med portal hypertension.","NOVO",400000,"","","","Medicinsk Afdeling V, Aarhus Universitetshospital","Henning Grønbæk","Forskningsoverlæge, Ph.D., klinisk lektor","","","",25489,25815,2011,1858,"1","2024-11-01T16:27:58.162439Z",25490,9.496,"Research and Science","2024-11-01T16:27:58.162465Z"
"","Identifikation af co-receptor for Tissue Factor Pathway Inhibitor (TFPI).","NOVO",410000,"","","","Naturvidenskabelige Fakultet, Aarhus Universitet","Jan Johannes Enghild","Professor","","","",25510,25836,2011,1243,"1","2024-10-31T09:55:02.894276Z",25511,5.726,"Research and Science","2024-10-31T09:55:02.894304Z"
"","Development of genotype specific hepatitis C virus cell culture systems - application in virological and clinical research as well as in vaccine development.","NOVO",800000,"","","","Department of Infectious Diseases and Clinical Research Centre, Copenhagen University Hospital, Hvidovre","Jens Bukh","Professor","","","",25512,25838,2011,1088,"1","2024-10-31T07:53:04.250075Z",25513,4.154,"Research and Science","2024-10-31T07:53:04.250119Z"
"","The Brotherhood. The Experimenting Art School 1961-69","NOVO",50000,"","","","Romanske Sprog, Aarhus Universitet","Lars Morell","Idehistoriker","","","",25537,25865,2011,66,"1","2024-10-25T13:21:43.569387Z",25538,12.021,"Culture","2024-10-25T13:21:43.569426Z"
"","Karakterisering af en grisemodel for emfysemkomponenten af kronisk obstruktiv lungesygdom.","NOVO",275000,"","","","Genetik og Bioinformatik, Det Biovidenskabelige Fakultet, KU","Merete Fredholm","Professor","","","",25557,25886,2011,517,"1","2024-10-29T14:24:07.290581Z",25558,3.389,"Research and Science","2024-10-29T14:24:07.290621Z"
"","Testing the Hygiene Hypothesis in Type 1 Diabetes","NOVO",800000,"","","","Children Hospital, University of Helsinki","Mikael Knip","Professor","","","",25564,25894,2011,377,"1","2024-10-29T11:16:24.651413Z",25565,5.18,"Research and Science","2024-10-29T11:16:24.651458Z"
"","Betydning af immunologisk inkompetence ved cirrose for udvikling af autonom og kardiel dysfunktion. Kinetiske og prognostiske aspekter.","NOVO",275000,"","","","Klinisk fysiologisk/nuklearmedicinsk afd., Københavns Universitet","Søren Møller","Overlæge, dr.med.","","","",25605,25936,2011,1747,"1","2024-11-01T14:37:03.832502Z",25606,5.206,"Research and Science","2024-11-01T14:37:03.832546Z"
"","Passepartout 33. Erindringskultur","NOVO",30000,"","","","Afdeling for Kunsthistorie, Aarhus Universitet","Thilde Nyborg Nielsen","Redaktør","","","",25614,25945,2011,1372,"1","2024-10-31T11:16:36.177541Z",25615,3.378,"Culture","2024-10-31T11:16:36.177576Z"
"","Nye molekylære faktorer i kromatindynamik","NOVO",400000,"","","","Biotech Research & Innovation Centre (BRIC), Københavns Universitet","Anja Groth","PhD","","","",25634,25967,2010,1317,"1","2024-10-31T10:58:12.486616Z",25635,1.438,"Research and Science","2024-10-31T10:58:12.486655Z"
"","Kræftsår. En klinisk kontrolleret randomiseret undersøgelse af en komplementær flerdimensional intervention","NOVO",95000,"","","","Onk. klinik/UCSF 7331, Rigshospitalet/ Københavns Universitet","Betina Lund-Nielsen","Ph.d-studerende. Klinisk sygeplejevejleder","","","",25648,25981,2010,1391,"1","2024-10-31T12:29:16.957170Z",25649,7.55,"Research and Science","2024-10-31T12:29:16.957215Z"
"","Periskop nr. 15: Billedstrid","NOVO",35000,"","","","Den Kongelige Kobberstiksamling, Statens Museum for Kunst","Hanne Kolind Poulsen","museumsinspekør","","","",25693,26028,2010,537,"1","2024-10-29T14:27:10.105161Z",25694,5.356,"Culture","2024-10-29T14:27:10.105201Z"
"","Adiponutrin in the Pathogenesis of Nonalcoholic Fatty Liver Disease (NAFLD): Molecular Mechanisms and Clinical Significance","NOVO",400000,"","","","Medicine, University of Helsinki","Hannele Yki-Järvinen","Professor","","","",25694,26029,2010,1504,"1","2024-11-01T10:35:19.755807Z",25695,3.984,"Research and Science","2024-11-01T10:35:19.755847Z"
"","Betydning af ATP og pH for musklernes excitabilitet og arbejdsevne hos mennesker.","NOVO",300000,"","","","Integreret fysiologi, Københavns Universitet","Jens Bangsbo","Professor","","","",25719,26055,2010,736,"1","2024-10-30T13:52:18.520896Z",25720,4.128,"Research and Science","2024-10-30T13:52:18.520926Z"
"","Investigating hedonic influences on obesity using the minipig model","NOVO",250000,"","","","PET / CFIN, Aarhus University Hospital","Morten L. Kringelbach","Professor","","","",25771,26107,2010,434,"1","2024-10-29T13:18:51.801293Z",25772,5.303,"Research and Science","2024-10-29T13:18:51.801636Z"
"","Betydningen af megalin medieret endocytose for øjendefekter hos Donnai-Barrow patienter og for nyretoksisitet under glomerulær nyreskade - kan nyren beskyttes ved regulering af endocytose?","NOVO",200000,"","","","Cellebiologi, Aarhus Universitet","Rikke Nielsen","Lektor","","","",25798,26134,2010,1912,"1","2024-11-01T16:35:50.289713Z",25799,1.496,"Research and Science","2024-11-01T16:35:50.289751Z"
"","Immunregulation ved kroniske infektioner - betydning af regulatoriske T celler for patogenesen","NOVO",2500000,"","","","Epidemiklinikken, Rigshospitalet","Susanne Dam Poulsen","1. reservelæge, dr.med.","","","",25817,26153,2010,570,"1","2024-10-29T14:36:14.415263Z",25818,4.099,"Research and Science","2024-10-29T14:36:14.415288Z"
"","Programming of the Metabolic Syndrome - The Critical Role of the Maternal Metabolic Environment and Early Childhood","NOVO",150000,"","","","Physiology, Sahlgrenska Academy, University of Gothenburg","Agneta Holmäng","Professor","","","",25836,26173,2009,1769,"1","2024-11-01T14:51:51.368061Z",25837,8.893,"Research and Science","2024-11-01T14:51:51.368102Z"
"","Molekylære mekanismer i cancer","NOVO",11000000,"","","","Biotech Research and Innovation Centre, BRIC, Københavns Universitet","Anders Henrik Lund","Dr","","","",25839,26176,2009,192,"1","2024-10-28T13:54:56.665091Z",25840,2.845,"Research and Science","2024-10-28T13:54:56.665131Z"
"","Development of novel concepts for the prevention and treatment of type 2 diabetes","NOVO",300000,"","","","Experimental Medical Science, Lund University","Cecilia Holm","Professor","","","",25867,26205,2009,283,"1","2024-10-28T14:47:59.421195Z",25868,7.555,"Research and Science","2024-10-28T14:47:59.421237Z"
"","Hvordan oplever mænd med prostatacancer kontakten med sundhedsprofessionelle og kan en online kontakt have en betydning?","NOVO",183978,"","","","Urologisk Afdeling, Aalborg Sygehus, Århus Universitetshospital","Charlotte Dorisdatter Bjørnes","Ph.d.studerende","","","",25869,26207,2009,827,"1","2024-10-30T14:16:16.941931Z",25870,5.144,"Research and Science","2024-10-30T14:16:16.941957Z"
"","Human in vivo skeletal muscle synthesis rates of individual proteins in response to insulin","NOVO",500000,"","","","Biomedical Sciences, Københavns Universitet","Gerrit van Hall","Dr.","","","",25896,26234,2009,1439,"1","2024-10-31T14:29:11.735939Z",25897,2.22,"Research and Science","2024-10-31T14:29:11.735980Z"
"","Lipid homeostasis-gene regulation related to nuclear receptors","NOVO",300000,"","","","Avdeling for ernæringsvitenskap, Universitetet i Oslo","Hilde Irene Nebb","Professor","","","",25907,26245,2009,1543,"1","2024-11-01T10:50:56.517352Z",25908,2.71,"Research and Science","2024-11-01T10:50:56.517396Z"
"","Protektiv neuroinflammation ved iskæmisk induceret neurodegeneration","NOVO",220000,"","","","Anatomi og Neurobiologi, Syddansk Universitet","Kate Lykke Lambertsen","Lektor","","","",25939,26277,2009,279,"1","2024-10-28T14:47:33.101509Z",25940,3.779,"Research and Science","2024-10-28T14:47:33.101540Z"
"","Disease eliciting T cell epitopes in type-1 diabetes.","NOVO",200000,"","","","Immunologisk Institutt, Universitetet i Oslo","Ludvig Sollid","Professor","","","",25962,26300,2009,761,"1","2024-10-30T13:55:00.838052Z",25963,2.066,"Research and Science","2024-10-30T13:55:00.838090Z"
"","Studies of anti-inflammatory factors in human adipose tissue with protective roles in the development of diabetes","NOVO",400000,"","","","Medicine (H7), Karolinska Institutet","Mikael Rydén","Associate Professor","","","",25982,26321,2009,1240,"1","2024-10-31T09:54:40.341006Z",25983,4.739,"Research and Science","2024-10-31T09:54:40.341053Z"
"","Studier af patofysiologien for den defekte inkretineffekt ved type 2 diabetes mellitus","NOVO",300000,"","","","Medicinsk Endokrinologisk afd I, Bispebjerg Hospital","Thure Krarup","Overlæge, dr. med.","","","",26033,26374,2009,1021,"1","2024-10-30T15:19:32.316164Z",26034,2.295,"Research and Science","2024-10-30T15:19:32.316193Z"
"","Betydningen af intakt innervation af leveren for den glukose og GLP-1 inducerede insulin sekretion","NOVO",500000,"","","","Endokrinologisk afdeling O, Herlev Hospital","Tina Vilsbøll","Speciallæge, dr. med.","","","",26034,26375,2009,430,"1","2024-10-29T13:18:31.251499Z",26035,6.754,"Research and Science","2024-10-29T13:18:31.251526Z"
"","Molecular mechanisms in disorders of sexual development and steriod metabolism","NOVO",150000,"","","","Dept of Molecular Medicine and Surgery, Karolinska Institutet","Anna Wedell","Professor","","","",26054,26395,2008,251,"1","2024-10-28T14:39:11.507427Z",26055,3.143,"Research and Science","2024-10-28T14:39:11.507453Z"
"","Regulation of translation and mRNA decay during starvation in human cells","NOVO",237000,"","","","Molekylærbiologisk, Århus Universitet","Christian Kroun Damgaard","Dr.","","","",26074,26415,2008,880,"1","2024-10-30T14:30:38.313040Z",26075,3.188,"Research and Science","2024-10-30T14:30:38.313080Z"
"","Studier af molekylære mekanismer bag insulinresistens i skeletmuskulatur ved type 2 diabetes under normo- og hyperglykæmi","NOVO",260000,"","","","Endokrinologisk afd. M., Odense Universitetshospital","Henning Beck-Nielsen","Professor, dr. med.","","","",26112,26456,2008,845,"1","2024-10-30T14:21:16.346604Z",26113,2.263,"Research and Science","2024-10-30T14:21:16.346647Z"
"","Invasive Apocrine Carcinomas of the Breast: Stratification and Identification of Potential Targets for Novel Therapeutic Therapies","NOVO",260000,"","","","Department of Proteomics in Cancer, Kræftens Bekæmpelse","Julio Celis","Professor","","","",26144,26488,2008,419,"1","2024-10-29T11:38:42.875914Z",26145,2.629,"Research and Science","2024-10-29T11:38:42.875943Z"
"","Development of PET (positron emission tomography) tracers for pancreatic beta-cell imaging","NOVO",250000,"","","","Medicine, University of Turku","Pirjo Nuutila","Professor","","","",26210,26555,2008,1031,"1","2024-10-31T07:45:00.446777Z",26211,3.925,"Research and Science","2024-10-31T07:45:00.446816Z"
"","Meningsfuld forandring med metoden Guidet Egen-Beslutning - et randomiseret kontrolleret studie for patienter med diagnosen skizofreni.","NOVO",200000,"","","","Enheden for Psykiatrisk Forskning, Aalborg Psykiatriske Sygehus, Århus Universitets Hospital","Rikke Jørgensen","Forskningssygeplejerske","","","",26212,26557,2008,273,"1","2024-10-28T14:46:35.807692Z",26213,12.527,"Research and Science","2024-10-28T14:46:35.807732Z"
"","Characterization of the enteroendocrine system","NOVO",250000,"","","","Laboratory for Molecular Pharmacology, University of Copenhagen","Thue W. Schwartz","Professor","","","",26236,26581,2008,1368,"1","2024-10-31T11:16:21.854120Z",26237,2.042,"Research and Science","2024-10-31T11:16:21.854161Z"
"","Adipose tissue dysregulation in Insulin Resistance and Type 2 diabetes - role of Wnt signalling and WISP-2","NOVO",350000,"","","","The Lundberg Laboratory for Diabetes Research, University of Gothenburg","Ulf Smith","Professor","","","",26246,26591,2008,835,"1","2024-10-30T14:20:11.563344Z",26247,2.839,"Research and Science","2024-10-30T14:20:11.563382Z"
"","Rho Kinases as Central Regulators of the Cytoskeleton and Cell Behaviour: Structure-function Analysis of Kinase Activity and Inhibition","NOVO",250000,"","","","Department of Biomedical Sciences, Univ. of Copenhagen","Atsuko Yoneda","Dr","","","",26272,26617,2007,1816,"1","2024-11-01T16:14:55.646424Z",26273,1.011,"Research and Science","2024-11-01T16:14:55.646451Z"
"","Studying the function of dlk1/FA1 as a novel factor controlling osteoblast and osteoclast differentiation","NOVO",250000,"","","","KMEB Laboratory, University of South Denmark","Basem Abdallah","Assistant Professor","","","",26274,26619,2007,571,"1","2024-10-29T14:36:24.797688Z",26275,10.156,"Research and Science","2024-10-29T14:36:24.797717Z"
"","Udbygning af biobanker til undersøgelse af genetik, biologi og behandlingseffekt ved kronisk lymfatisk leukæmi, og andre maligne B-celle sygdomme.","NOVO",336000,"","","","Hæmatologisk Klinik, afsnit 4042, Rigshospitalet","Jesper Jurlander","Overlæge, ph.d.","","","",26361,26707,2007,491,"1","2024-10-29T14:19:35.297362Z",26362,5.982,"Research and Science","2024-10-29T14:19:35.297403Z"
"","Does the adult human tendon contain fibripositor-competent progenitor/stem cells ? (Indeholder den voksne humane sene fibril-depot kompetente stam celler ?)","NOVO",315000,"","","","Institut for Idrætsmedicin, Bispebjerg Hospital","Michael Kjær","Professor, overlæge dr.med.","","","",26414,26761,2007,1969,"1","2024-11-04T11:24:49.866571Z",26415,3.973,"Research and Science","2024-11-04T11:24:49.866612Z"
"","Calcium-uafhængig phospholipase A2s betydning for aldersrelateret makula degeneration","NOVO",285000,"","","","Øjenafdelingen, Glostrup hospital","Miriam Kolko","Læge, PhD","","","",26417,26764,2007,1748,"1","2024-11-01T14:37:05.435764Z",26418,1.42,"Research and Science","2024-11-01T14:37:05.435803Z"
"","New regulatory mechanisms for human fat cell lipolysis causing obesity and its complications","NOVO",400000,"","","","Department of Medicine, Karolinska Instituttet, Institution of Medicine","Peter Arner","Professor","","","",26435,26783,2007,1881,"1","2024-11-01T16:31:11.237864Z",26436,2.287,"Research and Science","2024-11-01T16:31:11.237891Z"
"","Human studies to investigate the interplay between adipose tissue, liver fat accumulation and insulin resistance","NOVO",250000,"","","","Atherosclerosis Research Unit, Dept of Medicine, Karolinska Institutet","Rachel Fisher","Docent (Associate Professor)","","","",26445,26793,2007,1738,"1","2024-11-01T14:36:03.402334Z",26446,4.663,"Research and Science","2024-11-01T14:36:03.402373Z"
"","Regulation af NKG2D-ligand udtryk ved cancer og inflammation","NOVO",200000,"","","","Immunologi, Københavns Universitet","Søren Skov","Adjunkt, PhD","","","",26459,26807,2007,1495,"1","2024-11-01T10:34:19.517126Z",26460,1.431,"Research and Science","2024-11-01T10:34:19.517157Z"
"","Alvorligt kræftsyge patienters mestring - i samspillet med professionelle og pårørende","NOVO",74700,"","","","Palliativ Medicinsk Afdeling, Bispebjerg Hospital","Thora Grothe Thomsen","Videnskabelig assistent, ph.d studerende","","","",26474,26822,2007,1799,"1","2024-11-01T15:10:52.625789Z",26475,4.782,"Health","2024-11-01T15:10:52.625814Z"
"","Udforskning af de molekylære mekanismer bag skeletmuskulaturens insulinresistens","NOVO",300000,"","","","Afdeling for Systembiologisk Forskning, Panum Instituttet, Københavns Universitet","Thorkil Ploug","Lektor","","","",26475,26823,2007,1098,"1","2024-10-31T08:45:49.968335Z",26476,2.692,"Research and Science","2024-10-31T08:45:49.968366Z"
"","Nitric oxide (NO) and carbon monoxide (CO) in endocrine pancreas: Regulatory mechanisms importance for hormone secretion and type 2 diabetes with special regard to beta-cell lipotoxicity","NOVO",150000,"","","","Diabetes, Metabolism och Endokrinologi, Kliniska Vetenskaper","Albert Salehi","Docent","","","",26499,26847,2006,458,"1","2024-10-29T13:26:49.382004Z",26500,3.467,"Research and Science","2024-10-29T13:26:49.382031Z"
"","Growth hormone (GH) regulate blood pressure through activation of nitric oxide synthase (NOS)/nitric oxide (NO) pathway","NOVO",100000,"","","","Dept of Physiology, Neuroscience and Physiology","Anna Wickman","Dr","","","",26509,26859,2006,2017,"1","2024-11-04T12:51:45.718163Z",26510,1.001,"Research and Science","2024-11-04T12:51:45.718205Z"
"","Identification of insulin signalling targets in skeletal muscle","NOVO",1500000,"","","","Integrativ fysiologi, Molekylär medicin och kirurgi","Anna Zachrisson","doktorand","","","",26510,26860,2006,277,"1","2024-10-28T14:46:53.971051Z",26511,3.624,"Research and Science","2024-10-28T14:46:53.971100Z"
"","Kvantificering af Epidermal Growth Factor Receptor HER4?s fire Isoformer i Blærecancer.","NOVO",231800,"","","","Klinisk-Biokemisk afd., Århus Universitets Hospital, NBG, AS","Boe Sørensen","Adjungeret Lektor, Ph.D.","","","",26536,26886,2006,1126,"1","2024-10-31T09:13:20.797727Z",26537,2.823,"Research and Science","2024-10-31T09:13:20.797770Z"
"","Insulin and cAMP signalling networks in the regulation of energy homeostasis; identification of disease mechanisms and targets for the treatment of obesity and type 2 diabetes","NOVO",100000,"","","","Sektionen för diabetes, metabolism och endokrinologi, Experimentell medicinsk vetenskap","Eva Degerman","professor","","","",26556,26906,2006,729,"1","2024-10-30T13:39:10.556880Z",26557,3.465,"Research and Science","2024-10-30T13:39:10.556918Z"
"","Neuropeptidet cholecystokinin's (CCK) rolle i det døgnrytmegenererende system.","NOVO",114570,"","","","Klinisk biokemisk afdeling, Rigshospitalet","Jens Hannibal","1.reservelæge, phd,dr.med.","","","",26593,26944,2006,446,"1","2024-10-29T13:22:11.473084Z",26594,5.221,"Research and Science","2024-10-29T13:22:11.473123Z"
"","The importance of endothelial function for vascular complications in diabetes","NOVO",150000,"","","","Kardiologiska kliniken, Karolinska Universitetssjukhuset","John Pernow","Docent","","","",26600,26951,2006,1234,"1","2024-10-31T09:53:52.374867Z",26601,3.217,"Research and Science","2024-10-31T09:53:52.374893Z"
"","INHIBERING AF EXTRACELLULÆR PROTEOLYSE UNDER SPONTAN METASTASERING","NOVO",200000,"","","","Finsenlaboratoriet, Rigshospitalet, afsnit 8621","Kasper Almholt","cand.scient. ph.d.","","","",26614,26965,2006,1348,"1","2024-10-31T11:01:50.001054Z",26615,5.909,"Research and Science","2024-10-31T11:01:50.001092Z"
"","Betydningen af lipoproteindannelse i nyren","NOVO",500000,"","","","Klinisk biokemisk afdeling, KB3011, Rigshospitalet","Lars Bo Nielsen","Overlæge (professor per 1.1.07)","","","",26625,26976,2006,663,"1","2024-10-30T12:33:28.224478Z",26626,2.782,"Research and Science","2024-10-30T12:33:28.224510Z"
"","En kvalitativ undersøgelse af hvordan den rygmarvsskadede patient genskaber mening under det lange rehabiliteringsforløb mod et ændret liv.","NOVO",50000,"","","","Sygepelejevidenskab, Aarhus Universitet","Sanne Angel","ph.d.-stipendiat","","","",26695,27046,2006,1677,"1","2024-11-01T12:45:57.740843Z",26696,21.378,"Research and Science","2024-11-01T12:45:57.740883Z"
"","Adrenergic signaling to glucose uptake in insulin-sensitive tissues","NOVO",150000,"","","","Fysiologi, Wenner-Grens Institut","Tore Bengtsson","PhD","","","",26720,27071,2006,876,"1","2024-10-30T14:30:13.829907Z",26721,1.422,"Research and Science","2024-10-30T14:30:13.829946Z"
"","Reversibilitet i rubbningar av hjärt-kärlfunktion och metabolism","NOVO",100000,"","","","Enheten för medicin, Institutionen för medicinska vetenskaper","Anders Karlsson","Professor","","","",26738,27089,2005,934,"1","2024-10-30T15:00:52.084341Z",26739,2.925,"Research and Science","2024-10-30T15:00:52.084367Z"
"","GPR39 ? a new constitutive active member of the ghrelin receptor family.","NOVO",200000,"","","","Afdeling for Molekylær Farmakologi, Farmakologisk Institut, Københavns Universitet","Birgitte Holst Lange","MD, PhD","","","",26767,27118,2005,476,"1","2024-10-29T13:46:06.122642Z",26768,15.454,"Research and Science","2024-10-29T13:46:06.122681Z"
"","Udgivelse af antologi med arbejdstitel Udstillinger - mellem fokus og flimmer","NOVO",30000,"","","","ledelse, Storm P. -Museet","Elisabeth Bodin","mag.art.","","","",26787,27139,2005,153,"1","2024-10-28T13:40:14.893843Z",26788,13.824,"Culture","2024-10-28T13:40:14.893883Z"
